DISTRICT_N,District_Name,Year,Object_Code,Object_Description_Long,Object_Spending
STATEWIDE,Texas Statewide,2018,6112,SUBSTITUTE PAY,"$452,010,928.00"
STATEWIDE,Texas Statewide,2018,6119,TEACHER PAY & OTHER PROFESSIONALS,"$26,039,538,173.00"
STATEWIDE,Texas Statewide,2018,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$292,167,723.00"
STATEWIDE,Texas Statewide,2018,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$54,542,898.00"
STATEWIDE,Texas Statewide,2018,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$6,507,529,048.00"
STATEWIDE,Texas Statewide,2018,6131,CONTRACT BUYOUTS,"$3,178,345.00"
STATEWIDE,Texas Statewide,2018,6139,EMPLOYEE ALLOWANCES,"$47,843,955.00"
STATEWIDE,Texas Statewide,2018,6141,SOCIAL SECURITY/MEDICARE,"$536,405,820.00"
STATEWIDE,Texas Statewide,2018,6142,GROUP HEALTH & LIFE INSURANCE,"$2,307,860,851.00"
STATEWIDE,Texas Statewide,2018,6143,WORKERS' COMPENSATION,"$185,418,384.00"
STATEWIDE,Texas Statewide,2018,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$2,069,028,942.00"
STATEWIDE,Texas Statewide,2018,6145,UNEMPLOYMENT COMPENSATION,"$22,102,553.00"
STATEWIDE,Texas Statewide,2018,6146,TEACHER RETIREMENT/TRS CARE,"$1,200,824,731.00"
STATEWIDE,Texas Statewide,2018,6149,EMPLOYEE BENEFITS,"$108,701,564.00"
STATEWIDE,Texas Statewide,2018,6211,LEGAL SERVICES,"$79,490,088.00"
STATEWIDE,Texas Statewide,2018,6212,AUDIT SERVICES,"$30,672,113.00"
STATEWIDE,Texas Statewide,2018,6213,TAX APPRAISAL AND COLLECTION,"$301,107,307.00"
STATEWIDE,Texas Statewide,2018,6214,LOBBYING,"$12,993,089.00"
STATEWIDE,Texas Statewide,2018,6219,PROFESSIONAL SERVICES,"$499,358,322.00"
STATEWIDE,Texas Statewide,2018,6221,STAFF TUITION AND RELATED FEES - HIGHER EDUCATION,"$3,920,271.00"
STATEWIDE,Texas Statewide,2018,6222,STUDENT TUITION-PUBLIC SCHOOLS,"$11,972,242.00"
STATEWIDE,Texas Statewide,2018,6223,STUDENT TUITION-OTHER THAN TO PUBLIC SCHOOLS,"$62,251,969.00"
STATEWIDE,Texas Statewide,2018,6229,TUITION AND TRANSFER PAYMENTS,"$37,521,718.00"
STATEWIDE,Texas Statewide,2018,6239,EDUCATION SERVICE CENTER SERVICES,"$114,761,591.00"
STATEWIDE,Texas Statewide,2018,6249,CONTRACTED MAINTENANCE AND REPAIR,"$1,064,683,258.00"
STATEWIDE,Texas Statewide,2018,6259,UTILITIES,"$1,345,569,472.00"
STATEWIDE,Texas Statewide,2018,6269,RENTALS - OPERATING LEASES,"$220,434,791.00"
STATEWIDE,Texas Statewide,2018,6291,CONSULTING SERVICES,"$75,151,122.00"
STATEWIDE,Texas Statewide,2018,6299,MISCELLANEOUS CONTRACTED SERVICES,"$1,487,732,515.00"
STATEWIDE,Texas Statewide,2018,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$153,659,509.00"
STATEWIDE,Texas Statewide,2018,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$419,320,614.00"
STATEWIDE,Texas Statewide,2018,6321,INSTRUCTIONAL MATERIALS,"$246,111,968.00"
STATEWIDE,Texas Statewide,2018,6329,READING MATERIALS,"$144,103,896.00"
STATEWIDE,Texas Statewide,2018,6339,TESTING MATERIALS,"$68,622,851.00"
STATEWIDE,Texas Statewide,2018,6341,FOOD,"$989,861,268.00"
STATEWIDE,Texas Statewide,2018,6342,NON-FOOD,"$87,376,947.00"
STATEWIDE,Texas Statewide,2018,6343,ITEMS FOR SALE,"$13,490,204.00"
STATEWIDE,Texas Statewide,2018,6344,USDA DONATED COMMODITIES,"$167,941,670.00"
STATEWIDE,Texas Statewide,2018,6349,FOOD SERVICE SUPPLIES,"$6,385,297.00"
STATEWIDE,Texas Statewide,2018,6399,GENERAL SUPPLIES,"$2,315,849,506.00"
STATEWIDE,Texas Statewide,2018,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$187,444,369.00"
STATEWIDE,Texas Statewide,2018,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$176,582,207.00"
STATEWIDE,Texas Statewide,2018,6413,STIPENDS - NON-EMPLOYEES,"$945,620.00"
STATEWIDE,Texas Statewide,2018,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$12,166,800.00"
STATEWIDE,Texas Statewide,2018,6429,INSURANCE AND BONDING COSTS,"$313,086,444.00"
STATEWIDE,Texas Statewide,2018,6439,ELECTION COSTS,"$8,729,153.00"
STATEWIDE,Texas Statewide,2018,6449,DEPRECIATION EXPENSE,"$3,059,865.00"
STATEWIDE,Texas Statewide,2018,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$132,274,084.00"
STATEWIDE,Texas Statewide,2018,6493,PAYMENTS TO MEMBER DISTRICT OF SHARED SERVICES ARRANGEMENTS,"$32,848,547.00"
STATEWIDE,Texas Statewide,2018,6494,RECLASSIFIED TRANSPORTATION EXPENDITURES/EXPENSES,"$39,958,568.00"
STATEWIDE,Texas Statewide,2018,6495,DUES,"$22,694,770.00"
STATEWIDE,Texas Statewide,2018,6499,MISCELLANEOUS OPERATING COSTS,"$691,979,319.00"
STATEWIDE,Texas Statewide,2018,6511,BOND PRINCIPAL,"$3,531,283,369.00"
STATEWIDE,Texas Statewide,2018,6512,CAPITAL LEASE PRINCIPAL,"$75,022,603.00"
STATEWIDE,Texas Statewide,2018,6513,LONG-TERM DEBT PRINCIPAL,"$162,357,694.00"
STATEWIDE,Texas Statewide,2018,6519,DEBT PRINCIPAL,"$89,126,516.00"
STATEWIDE,Texas Statewide,2018,6521,INTEREST ON BONDS,"$3,342,634,653.00"
STATEWIDE,Texas Statewide,2018,6522,CAPITAL LEASE INTEREST,"$10,912,124.00"
STATEWIDE,Texas Statewide,2018,6523,INTEREST ON DEBT,"$187,785,713.00"
STATEWIDE,Texas Statewide,2018,6524,AMORTIZATION OF BONDS AND OTHER DEBT RELATED COSTS,"$455,288.00"
STATEWIDE,Texas Statewide,2018,6529,INTEREST EXPENDITURES/EXPENSES,"$1,542,388.00"
STATEWIDE,Texas Statewide,2018,6599,OTHER DEBT SERVICE FEES,"$138,079,283.00"
STATEWIDE,Texas Statewide,2018,6619,LAND PURCHASE AND IMPROVEMENT,"$301,638,347.00"
STATEWIDE,Texas Statewide,2018,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$7,685,863,654.00"
STATEWIDE,Texas Statewide,2018,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$305,231,930.00"
STATEWIDE,Texas Statewide,2018,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$494,936,205.00"
STATEWIDE,Texas Statewide,2018,6641,"VEHICLES PER-UNIT COST OF LESS THAN $5,000","$562,207.00"
STATEWIDE,Texas Statewide,2018,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$256,880,943.00"
STATEWIDE,Texas Statewide,2018,6651,CAPITAL LEASE OF BUILDINGS,"$9,174,590.00"
STATEWIDE,Texas Statewide,2018,6659,"CAPITAL LEASE OF FURNITURE, EQUIPMENT, & SOFTWARE","$56,072,894.00"
STATEWIDE,Texas Statewide,2018,6669,LIBRARY BOOKS AND MEDIA,"$9,026,532.00"
STATEWIDE,Texas Statewide,2018,8912,SPECIAL ITEMS - OTHER USES/NON-OPERATING EXPENSES,"$1,970,097.00"
STATEWIDE,Texas Statewide,2018,8913,EXTRAORDINARY ITEMS - OTHER USES/NON-OPERATING EXPENSES,"$25,279,045.00"
STATEWIDE,Texas Statewide,2018,8949,OTHER USES,"$3,366,885,214.00"
STATEWIDE,Texas Statewide,2018,8951,LOSS ON SALE OF REAL AND PERSONAL PROPERTY,"$31,980.00"
STATEWIDE,Texas Statewide,2018,8989,NON OPERATING EXPENSES,"$300,465.00"
STATEWIDE,Texas Statewide,2022,6112,SUBSTITUTE PAY,"$546,769,166.00"
STATEWIDE,Texas Statewide,2022,6119,TEACHER PAY & OTHER PROFESSIONALS,"$30,757,190,922.00"
STATEWIDE,Texas Statewide,2022,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$439,268,799.00"
STATEWIDE,Texas Statewide,2022,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$46,839,544.00"
STATEWIDE,Texas Statewide,2022,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$7,643,329,645.00"
STATEWIDE,Texas Statewide,2022,6131,CONTRACT BUYOUTS,"$2,618,953.00"
STATEWIDE,Texas Statewide,2022,6139,EMPLOYEE ALLOWANCES,"$89,373,607.00"
STATEWIDE,Texas Statewide,2022,6141,SOCIAL SECURITY/MEDICARE,"$637,985,184.00"
STATEWIDE,Texas Statewide,2022,6142,GROUP HEALTH & LIFE INSURANCE,"$2,528,100,369.00"
STATEWIDE,Texas Statewide,2022,6143,WORKERS' COMPENSATION,"$197,081,651.00"
STATEWIDE,Texas Statewide,2022,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$2,513,015,313.00"
STATEWIDE,Texas Statewide,2022,6145,UNEMPLOYMENT COMPENSATION,"$31,295,780.00"
STATEWIDE,Texas Statewide,2022,6146,TEACHER RETIREMENT/TRS CARE,"$1,712,639,852.00"
STATEWIDE,Texas Statewide,2022,6149,EMPLOYEE BENEFITS,"$171,347,509.00"
STATEWIDE,Texas Statewide,2022,6211,LEGAL SERVICES,"$94,364,911.00"
STATEWIDE,Texas Statewide,2022,6212,AUDIT SERVICES,"$38,769,367.00"
STATEWIDE,Texas Statewide,2022,6213,TAX APPRAISAL AND COLLECTION,"$351,699,362.00"
STATEWIDE,Texas Statewide,2022,6214,LOBBYING,"$2,273,747.00"
STATEWIDE,Texas Statewide,2022,6219,PROFESSIONAL SERVICES,"$641,839,122.00"
STATEWIDE,Texas Statewide,2022,6221,STAFF TUITION AND RELATED FEES - HIGHER EDUCATION,"$6,102,692.00"
STATEWIDE,Texas Statewide,2022,6222,STUDENT TUITION-PUBLIC SCHOOLS,"$13,580,985.00"
STATEWIDE,Texas Statewide,2022,6223,STUDENT TUITION-OTHER THAN TO PUBLIC SCHOOLS,"$69,801,780.00"
STATEWIDE,Texas Statewide,2022,6229,TUITION AND TRANSFER PAYMENTS,"$54,291,855.00"
STATEWIDE,Texas Statewide,2022,6239,EDUCATION SERVICE CENTER SERVICES,"$160,562,999.00"
STATEWIDE,Texas Statewide,2022,6249,CONTRACTED MAINTENANCE AND REPAIR,"$1,065,487,480.00"
STATEWIDE,Texas Statewide,2022,6259,UTILITIES,"$1,434,129,341.00"
STATEWIDE,Texas Statewide,2022,6269,RENTALS - OPERATING LEASES,"$156,284,111.00"
STATEWIDE,Texas Statewide,2022,6291,CONSULTING SERVICES,"$79,817,558.00"
STATEWIDE,Texas Statewide,2022,6299,MISCELLANEOUS CONTRACTED SERVICES,"$2,284,443,245.00"
STATEWIDE,Texas Statewide,2022,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$233,429,253.00"
STATEWIDE,Texas Statewide,2022,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$508,258,396.00"
STATEWIDE,Texas Statewide,2022,6321,INSTRUCTIONAL MATERIALS,"$208,635,056.00"
STATEWIDE,Texas Statewide,2022,6329,READING MATERIALS,"$164,485,965.00"
STATEWIDE,Texas Statewide,2022,6339,TESTING MATERIALS,"$76,966,942.00"
STATEWIDE,Texas Statewide,2022,6341,FOOD,"$1,002,254,609.00"
STATEWIDE,Texas Statewide,2022,6342,NON-FOOD,"$104,154,740.00"
STATEWIDE,Texas Statewide,2022,6343,ITEMS FOR SALE,"$12,472,907.00"
STATEWIDE,Texas Statewide,2022,6344,USDA DONATED COMMODITIES,"$239,326,644.00"
STATEWIDE,Texas Statewide,2022,6349,FOOD SERVICE SUPPLIES,"$7,654,376.00"
STATEWIDE,Texas Statewide,2022,6399,GENERAL SUPPLIES,"$3,587,755,914.00"
STATEWIDE,Texas Statewide,2022,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$164,004,551.00"
STATEWIDE,Texas Statewide,2022,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$191,483,011.00"
STATEWIDE,Texas Statewide,2022,6413,STIPENDS - NON-EMPLOYEES,"$1,521,126.00"
STATEWIDE,Texas Statewide,2022,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$11,407,373.00"
STATEWIDE,Texas Statewide,2022,6429,INSURANCE AND BONDING COSTS,"$571,629,261.00"
STATEWIDE,Texas Statewide,2022,6439,ELECTION COSTS,"$11,977,337.00"
STATEWIDE,Texas Statewide,2022,6449,DEPRECIATION EXPENSE,"$2,240,920.00"
STATEWIDE,Texas Statewide,2022,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$3,590,941.00"
STATEWIDE,Texas Statewide,2022,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$150,123,262.00"
STATEWIDE,Texas Statewide,2022,6493,PAYMENTS TO MEMBER DISTRICT OF SHARED SERVICES ARRANGEMENTS,"$33,014,118.00"
STATEWIDE,Texas Statewide,2022,6494,RECLASSIFIED TRANSPORTATION EXPENDITURES/EXPENSES,"$105,926,451.00"
STATEWIDE,Texas Statewide,2022,6495,DUES,"$33,399,687.00"
STATEWIDE,Texas Statewide,2022,6499,MISCELLANEOUS OPERATING COSTS,"$675,195,120.00"
STATEWIDE,Texas Statewide,2022,6511,BOND PRINCIPAL,"$4,643,931,933.00"
STATEWIDE,Texas Statewide,2022,6512,CAPITAL LEASE PRINCIPAL,"$119,038,609.00"
STATEWIDE,Texas Statewide,2022,6513,LONG-TERM DEBT PRINCIPAL,"$235,296,493.00"
STATEWIDE,Texas Statewide,2022,6519,DEBT PRINCIPAL,"$169,923,847.00"
STATEWIDE,Texas Statewide,2022,6521,INTEREST ON BONDS,"$3,791,049,229.00"
STATEWIDE,Texas Statewide,2022,6522,CAPITAL LEASE INTEREST,"$12,899,641.00"
STATEWIDE,Texas Statewide,2022,6523,INTEREST ON DEBT,"$235,593,796.00"
STATEWIDE,Texas Statewide,2022,6524,AMORTIZATION OF BONDS AND OTHER DEBT RELATED COSTS,"$301,058.00"
STATEWIDE,Texas Statewide,2022,6525,AMORTIZATION OF PREMIUM AND DISCOUNT ON ISSUANCE OF BONDS,"$220,554.00"
STATEWIDE,Texas Statewide,2022,6529,INTEREST EXPENDITURES/EXPENSES,"$3,112,862.00"
STATEWIDE,Texas Statewide,2022,6599,OTHER DEBT SERVICE FEES,"$409,850,102.00"
STATEWIDE,Texas Statewide,2022,6619,LAND PURCHASE AND IMPROVEMENT,"$353,878,013.00"
STATEWIDE,Texas Statewide,2022,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$8,887,765,006.00"
STATEWIDE,Texas Statewide,2022,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$282,914,952.00"
STATEWIDE,Texas Statewide,2022,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$574,146,631.00"
STATEWIDE,Texas Statewide,2022,6641,"VEHICLES PER-UNIT COST OF LESS THAN $5,000","$1,699,133.00"
STATEWIDE,Texas Statewide,2022,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$229,450,551.00"
STATEWIDE,Texas Statewide,2022,6651,CAPITAL LEASE OF BUILDINGS,"$11,823,032.00"
STATEWIDE,Texas Statewide,2022,6659,"CAPITAL LEASE OF FURNITURE, EQUIPMENT, & SOFTWARE","$97,862,351.00"
STATEWIDE,Texas Statewide,2022,6669,LIBRARY BOOKS AND MEDIA,"$12,350,013.00"
STATEWIDE,Texas Statewide,2022,8912,SPECIAL ITEMS - OTHER USES/NON-OPERATING EXPENSES,"$5,790,171.00"
STATEWIDE,Texas Statewide,2022,8913,EXTRAORDINARY ITEMS - OTHER USES/NON-OPERATING EXPENSES,"$57,804,795.00"
STATEWIDE,Texas Statewide,2022,8949,OTHER USES,"$4,111,177,082.00"
STATEWIDE,Texas Statewide,2022,8989,NON OPERATING EXPENSES,"$124,466.00"
STATEWIDE,Texas Statewide,2023,6112,SUBSTITUTE PAY,"$606,308,048.00"
STATEWIDE,Texas Statewide,2023,6119,TEACHER PAY & OTHER PROFESSIONALS,"$32,100,409,471.00"
STATEWIDE,Texas Statewide,2023,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$497,297,688.00"
STATEWIDE,Texas Statewide,2023,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$59,132,841.00"
STATEWIDE,Texas Statewide,2023,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$8,180,056,203.00"
STATEWIDE,Texas Statewide,2023,6131,CONTRACT BUYOUTS,"$3,678,357.00"
STATEWIDE,Texas Statewide,2023,6139,EMPLOYEE ALLOWANCES,"$97,640,974.00"
STATEWIDE,Texas Statewide,2023,6141,SOCIAL SECURITY/MEDICARE,"$670,444,160.00"
STATEWIDE,Texas Statewide,2023,6142,GROUP HEALTH & LIFE INSURANCE,"$2,573,888,492.00"
STATEWIDE,Texas Statewide,2023,6143,WORKERS' COMPENSATION,"$201,823,777.00"
STATEWIDE,Texas Statewide,2023,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$2,682,804,473.00"
STATEWIDE,Texas Statewide,2023,6145,UNEMPLOYMENT COMPENSATION,"$26,525,971.00"
STATEWIDE,Texas Statewide,2023,6146,TEACHER RETIREMENT/TRS CARE,"$1,921,404,731.00"
STATEWIDE,Texas Statewide,2023,6149,EMPLOYEE BENEFITS,"$181,068,471.00"
STATEWIDE,Texas Statewide,2023,6211,LEGAL SERVICES,"$92,560,416.00"
STATEWIDE,Texas Statewide,2023,6212,AUDIT SERVICES,"$40,036,995.00"
STATEWIDE,Texas Statewide,2023,6213,TAX APPRAISAL AND COLLECTION,"$386,211,725.00"
STATEWIDE,Texas Statewide,2023,6214,LOBBYING,"$2,125,023.00"
STATEWIDE,Texas Statewide,2023,6219,PROFESSIONAL SERVICES,"$665,776,794.00"
STATEWIDE,Texas Statewide,2023,6221,STAFF TUITION AND RELATED FEES - HIGHER EDUCATION,"$9,394,604.00"
STATEWIDE,Texas Statewide,2023,6222,STUDENT TUITION-PUBLIC SCHOOLS,"$15,045,832.00"
STATEWIDE,Texas Statewide,2023,6223,STUDENT TUITION-OTHER THAN TO PUBLIC SCHOOLS,"$77,425,114.00"
STATEWIDE,Texas Statewide,2023,6229,TUITION AND TRANSFER PAYMENTS,"$91,445,097.00"
STATEWIDE,Texas Statewide,2023,6239,EDUCATION SERVICE CENTER SERVICES,"$162,569,670.00"
STATEWIDE,Texas Statewide,2023,6249,CONTRACTED MAINTENANCE AND REPAIR,"$1,066,984,577.00"
STATEWIDE,Texas Statewide,2023,6259,UTILITIES,"$1,512,378,090.00"
STATEWIDE,Texas Statewide,2023,6269,RENTALS - OPERATING LEASES,"$167,870,668.00"
STATEWIDE,Texas Statewide,2023,6291,CONSULTING SERVICES,"$96,744,355.00"
STATEWIDE,Texas Statewide,2023,6299,MISCELLANEOUS CONTRACTED SERVICES,"$2,710,922,231.00"
STATEWIDE,Texas Statewide,2023,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$244,826,180.00"
STATEWIDE,Texas Statewide,2023,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$521,490,802.00"
STATEWIDE,Texas Statewide,2023,6321,INSTRUCTIONAL MATERIALS,"$184,248,101.00"
STATEWIDE,Texas Statewide,2023,6329,READING MATERIALS,"$161,787,386.00"
STATEWIDE,Texas Statewide,2023,6339,TESTING MATERIALS,"$80,415,503.00"
STATEWIDE,Texas Statewide,2023,6341,FOOD,"$1,093,445,857.00"
STATEWIDE,Texas Statewide,2023,6342,NON-FOOD,"$106,088,149.00"
STATEWIDE,Texas Statewide,2023,6343,ITEMS FOR SALE,"$14,541,260.00"
STATEWIDE,Texas Statewide,2023,6344,USDA DONATED COMMODITIES,"$229,500,882.00"
STATEWIDE,Texas Statewide,2023,6349,FOOD SERVICE SUPPLIES,"$9,392,384.00"
STATEWIDE,Texas Statewide,2023,6399,GENERAL SUPPLIES,"$3,573,372,542.00"
STATEWIDE,Texas Statewide,2023,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$198,632,490.00"
STATEWIDE,Texas Statewide,2023,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$234,561,829.00"
STATEWIDE,Texas Statewide,2023,6413,STIPENDS - NON-EMPLOYEES,"$1,942,725.00"
STATEWIDE,Texas Statewide,2023,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$15,313,602.00"
STATEWIDE,Texas Statewide,2023,6429,INSURANCE AND BONDING COSTS,"$686,141,448.00"
STATEWIDE,Texas Statewide,2023,6439,ELECTION COSTS,"$19,417,680.00"
STATEWIDE,Texas Statewide,2023,6449,DEPRECIATION EXPENSE,"$1,099,458.00"
STATEWIDE,Texas Statewide,2023,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$4,029,475.00"
STATEWIDE,Texas Statewide,2023,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$165,883,153.00"
STATEWIDE,Texas Statewide,2023,6493,PAYMENTS TO MEMBER DISTRICT OF SHARED SERVICES ARRANGEMENTS,"$41,535,268.00"
STATEWIDE,Texas Statewide,2023,6494,RECLASSIFIED TRANSPORTATION EXPENDITURES/EXPENSES,"$57,710,708.00"
STATEWIDE,Texas Statewide,2023,6495,DUES,"$36,777,360.00"
STATEWIDE,Texas Statewide,2023,6499,MISCELLANEOUS OPERATING COSTS,"$733,361,528.00"
STATEWIDE,Texas Statewide,2023,6511,BOND PRINCIPAL,"$5,313,115,514.00"
STATEWIDE,Texas Statewide,2023,6512,CAPITAL LEASE PRINCIPAL,"$125,493,179.00"
STATEWIDE,Texas Statewide,2023,6513,LONG-TERM DEBT PRINCIPAL,"$204,938,057.00"
STATEWIDE,Texas Statewide,2023,6519,DEBT PRINCIPAL,"$184,995,222.00"
STATEWIDE,Texas Statewide,2023,6521,INTEREST ON BONDS,"$4,196,591,657.00"
STATEWIDE,Texas Statewide,2023,6522,CAPITAL LEASE INTEREST,"$11,073,338.00"
STATEWIDE,Texas Statewide,2023,6523,INTEREST ON DEBT,"$231,500,923.00"
STATEWIDE,Texas Statewide,2023,6524,AMORTIZATION OF BONDS AND OTHER DEBT RELATED COSTS,"$2,960,288.00"
STATEWIDE,Texas Statewide,2023,6525,AMORTIZATION OF PREMIUM AND DISCOUNT ON ISSUANCE OF BONDS,"$371,070.00"
STATEWIDE,Texas Statewide,2023,6529,INTEREST EXPENDITURES/EXPENSES,"$2,969,474.00"
STATEWIDE,Texas Statewide,2023,6599,OTHER DEBT SERVICE FEES,"$523,467,092.00"
STATEWIDE,Texas Statewide,2023,6619,LAND PURCHASE AND IMPROVEMENT,"$558,953,682.00"
STATEWIDE,Texas Statewide,2023,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$10,602,301,197.00"
STATEWIDE,Texas Statewide,2023,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$400,709,943.00"
STATEWIDE,Texas Statewide,2023,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$882,135,287.00"
STATEWIDE,Texas Statewide,2023,6641,"VEHICLES PER-UNIT COST OF LESS THAN $5,000","$1,735,214.00"
STATEWIDE,Texas Statewide,2023,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$318,526,894.00"
STATEWIDE,Texas Statewide,2023,6651,CAPITAL LEASE OF BUILDINGS,"$3,040,316.00"
STATEWIDE,Texas Statewide,2023,6659,"CAPITAL LEASE OF FURNITURE, EQUIPMENT, & SOFTWARE","$102,348,215.00"
STATEWIDE,Texas Statewide,2023,6669,LIBRARY BOOKS AND MEDIA,"$9,319,049.00"
STATEWIDE,Texas Statewide,2023,8912,SPECIAL ITEMS - OTHER USES/NON-OPERATING EXPENSES,"$16,403,982.00"
STATEWIDE,Texas Statewide,2023,8913,EXTRAORDINARY ITEMS - OTHER USES/NON-OPERATING EXPENSES,"$27,581,986.00"
STATEWIDE,Texas Statewide,2023,8949,OTHER USES,"$1,612,158,345.00"
STATEWIDE,Texas Statewide,2023,8951,LOSS ON SALE OF REAL AND PERSONAL PROPERTY,"$197,861.00"
STATEWIDE,Texas Statewide,2023,8989,NON OPERATING EXPENSES,"$40,255,967.00"
STATEWIDE,Texas Statewide,2024,6112,SUBSTITUTE PAY,"$630,237,810.00"
STATEWIDE,Texas Statewide,2024,6119,TEACHER PAY & OTHER PROFESSIONALS,"$33,375,525,594.00"
STATEWIDE,Texas Statewide,2024,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$488,472,589.00"
STATEWIDE,Texas Statewide,2024,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$68,562,738.00"
STATEWIDE,Texas Statewide,2024,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$8,686,279,691.00"
STATEWIDE,Texas Statewide,2024,6131,CONTRACT BUYOUTS,"$5,075,786.00"
STATEWIDE,Texas Statewide,2024,6139,EMPLOYEE ALLOWANCES,"$92,856,130.00"
STATEWIDE,Texas Statewide,2024,6141,SOCIAL SECURITY/MEDICARE,"$700,010,717.00"
STATEWIDE,Texas Statewide,2024,6142,GROUP HEALTH & LIFE INSURANCE,"$2,675,892,575.00"
STATEWIDE,Texas Statewide,2024,6143,WORKERS' COMPENSATION,"$204,069,097.00"
STATEWIDE,Texas Statewide,2024,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$2,929,476,809.00"
STATEWIDE,Texas Statewide,2024,6145,UNEMPLOYMENT COMPENSATION,"$27,102,090.00"
STATEWIDE,Texas Statewide,2024,6146,TEACHER RETIREMENT/TRS CARE,"$2,025,313,938.00"
STATEWIDE,Texas Statewide,2024,6147,PENSION EXPENSE,"$8,879,921.00"
STATEWIDE,Texas Statewide,2024,6149,EMPLOYEE BENEFITS,"$176,871,875.00"
STATEWIDE,Texas Statewide,2024,6211,LEGAL SERVICES,"$91,710,345.00"
STATEWIDE,Texas Statewide,2024,6212,AUDIT SERVICES,"$43,456,043.00"
STATEWIDE,Texas Statewide,2024,6213,TAX APPRAISAL AND COLLECTION,"$404,356,703.00"
STATEWIDE,Texas Statewide,2024,6214,LOBBYING,"$8,151,981.00"
STATEWIDE,Texas Statewide,2024,6219,PROFESSIONAL SERVICES,"$744,698,719.00"
STATEWIDE,Texas Statewide,2024,6221,STAFF TUITION AND RELATED FEES - HIGHER EDUCATION,"$9,896,126.00"
STATEWIDE,Texas Statewide,2024,6222,STUDENT TUITION-PUBLIC SCHOOLS,"$14,387,391.00"
STATEWIDE,Texas Statewide,2024,6223,STUDENT TUITION-OTHER THAN TO PUBLIC SCHOOLS,"$77,340,185.00"
STATEWIDE,Texas Statewide,2024,6229,TUITION AND TRANSFER PAYMENTS,"$86,041,950.00"
STATEWIDE,Texas Statewide,2024,6239,EDUCATION SERVICE CENTER SERVICES,"$167,158,035.00"
STATEWIDE,Texas Statewide,2024,6249,CONTRACTED MAINTENANCE AND REPAIR,"$1,104,178,680.00"
