DISTRICT_N,District_Name,Year,Object_Code,Object_Description_Long,Object_Spending
112906,NORTH HOPKINS ISD,2024,6499,MISCELLANEOUS OPERATING COSTS,"$215,675.00"
112906,NORTH HOPKINS ISD,2024,6511,BOND PRINCIPAL,"$165,000.00"
112906,NORTH HOPKINS ISD,2024,6512,RIGHT TO USE LEASE LIABILITY - PRINCIPAL,"$11,056.00"
112906,NORTH HOPKINS ISD,2024,6513,LONG-TERM DEBT PRINCIPAL,"$42,000.00"
112906,NORTH HOPKINS ISD,2024,6521,INTEREST ON BONDS,"$138,913.00"
112906,NORTH HOPKINS ISD,2024,6522,INTEREST ON RIGHT TO USE LEASES,"$4,033.00"
112906,NORTH HOPKINS ISD,2024,6523,INTEREST ON DEBT,"$5,670.00"
112906,NORTH HOPKINS ISD,2024,6599,OTHER DEBT SERVICE FEES,$500.00
112906,NORTH HOPKINS ISD,2024,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$12,402.00"
112906,NORTH HOPKINS ISD,2024,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$133,622.00"
112906,NORTH HOPKINS ISD,2024,6659,RIGHT TO USE LEASE ASSETS - FURNITURE AND EQUIPMENT,"$70,601.00"
112907,MILLER GROVE ISD,2018,6112,SUBSTITUTE PAY,"$24,094.00"
112907,MILLER GROVE ISD,2018,6119,TEACHER PAY & OTHER PROFESSIONALS,"$1,334,579.00"
112907,MILLER GROVE ISD,2018,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$8,257.00"
112907,MILLER GROVE ISD,2018,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$365,196.00"
112907,MILLER GROVE ISD,2018,6141,SOCIAL SECURITY/MEDICARE,"$25,670.00"
112907,MILLER GROVE ISD,2018,6142,GROUP HEALTH & LIFE INSURANCE,"$72,033.00"
112907,MILLER GROVE ISD,2018,6143,WORKERS' COMPENSATION,"$9,733.00"
112907,MILLER GROVE ISD,2018,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$125,462.00"
112907,MILLER GROVE ISD,2018,6145,UNEMPLOYMENT COMPENSATION,"$2,200.00"
112907,MILLER GROVE ISD,2018,6146,TEACHER RETIREMENT/TRS CARE,"$52,883.00"
112907,MILLER GROVE ISD,2018,6149,EMPLOYEE BENEFITS,"$22,321.00"
112907,MILLER GROVE ISD,2018,6211,LEGAL SERVICES,"$13,385.00"
112907,MILLER GROVE ISD,2018,6212,AUDIT SERVICES,"$8,575.00"
112907,MILLER GROVE ISD,2018,6213,TAX APPRAISAL AND COLLECTION,"$26,577.00"
112907,MILLER GROVE ISD,2018,6219,PROFESSIONAL SERVICES,"$50,717.00"
112907,MILLER GROVE ISD,2018,6229,TUITION AND TRANSFER PAYMENTS,"$16,303.00"
112907,MILLER GROVE ISD,2018,6239,EDUCATION SERVICE CENTER SERVICES,"$58,353.00"
112907,MILLER GROVE ISD,2018,6249,CONTRACTED MAINTENANCE AND REPAIR,"$210,514.00"
112907,MILLER GROVE ISD,2018,6259,UTILITIES,"$95,308.00"
112907,MILLER GROVE ISD,2018,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$34,767.00"
112907,MILLER GROVE ISD,2018,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$46,320.00"
112907,MILLER GROVE ISD,2018,6329,READING MATERIALS,"$2,229.00"
112907,MILLER GROVE ISD,2018,6339,TESTING MATERIALS,$311.00
112907,MILLER GROVE ISD,2018,6341,FOOD,"$55,432.00"
112907,MILLER GROVE ISD,2018,6342,NON-FOOD,"$5,767.00"
112907,MILLER GROVE ISD,2018,6344,USDA DONATED COMMODITIES,"$10,964.00"
112907,MILLER GROVE ISD,2018,6349,FOOD SERVICE SUPPLIES,$521.00
112907,MILLER GROVE ISD,2018,6399,GENERAL SUPPLIES,"$222,385.00"
112907,MILLER GROVE ISD,2018,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$35,550.00"
112907,MILLER GROVE ISD,2018,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,$680.00
112907,MILLER GROVE ISD,2018,6429,INSURANCE AND BONDING COSTS,"$21,346.00"
112907,MILLER GROVE ISD,2018,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$141,902.00"
112907,MILLER GROVE ISD,2018,6499,MISCELLANEOUS OPERATING COSTS,"$93,853.00"
112907,MILLER GROVE ISD,2018,6511,BOND PRINCIPAL,"$120,000.00"
112907,MILLER GROVE ISD,2018,6512,CAPITAL LEASE PRINCIPAL,"$31,502.00"
112907,MILLER GROVE ISD,2018,6513,LONG-TERM DEBT PRINCIPAL,"$21,814.00"
112907,MILLER GROVE ISD,2018,6521,INTEREST ON BONDS,"$59,100.00"
112907,MILLER GROVE ISD,2018,6522,CAPITAL LEASE INTEREST,"$2,373.00"
112907,MILLER GROVE ISD,2018,6523,INTEREST ON DEBT,"$13,736.00"
112907,MILLER GROVE ISD,2018,6599,OTHER DEBT SERVICE FEES,"$1,150.00"
112907,MILLER GROVE ISD,2018,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$247,489.00"
112907,MILLER GROVE ISD,2018,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$100,800.00"
112907,MILLER GROVE ISD,2018,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$50,933.00"
112907,MILLER GROVE ISD,2022,6112,SUBSTITUTE PAY,"$63,615.00"
112907,MILLER GROVE ISD,2022,6119,TEACHER PAY & OTHER PROFESSIONALS,"$2,019,958.00"
112907,MILLER GROVE ISD,2022,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$8,637.00"
112907,MILLER GROVE ISD,2022,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$533,375.00"
112907,MILLER GROVE ISD,2022,6141,SOCIAL SECURITY/MEDICARE,"$39,740.00"
112907,MILLER GROVE ISD,2022,6142,GROUP HEALTH & LIFE INSURANCE,"$75,972.00"
112907,MILLER GROVE ISD,2022,6143,WORKERS' COMPENSATION,"$8,483.00"
112907,MILLER GROVE ISD,2022,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$201,660.00"
112907,MILLER GROVE ISD,2022,6145,UNEMPLOYMENT COMPENSATION,"$2,200.00"
112907,MILLER GROVE ISD,2022,6146,TEACHER RETIREMENT/TRS CARE,"$89,671.00"
112907,MILLER GROVE ISD,2022,6149,EMPLOYEE BENEFITS,"$120,750.00"
112907,MILLER GROVE ISD,2022,6211,LEGAL SERVICES,"$78,989.00"
112907,MILLER GROVE ISD,2022,6212,AUDIT SERVICES,"$10,600.00"
112907,MILLER GROVE ISD,2022,6213,TAX APPRAISAL AND COLLECTION,"$36,079.00"
112907,MILLER GROVE ISD,2022,6214,LOBBYING,$324.00
112907,MILLER GROVE ISD,2022,6219,PROFESSIONAL SERVICES,"$188,099.00"
112907,MILLER GROVE ISD,2022,6239,EDUCATION SERVICE CENTER SERVICES,"$83,398.00"
112907,MILLER GROVE ISD,2022,6249,CONTRACTED MAINTENANCE AND REPAIR,"$276,528.00"
112907,MILLER GROVE ISD,2022,6259,UTILITIES,"$135,954.00"
112907,MILLER GROVE ISD,2022,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$43,781.00"
112907,MILLER GROVE ISD,2022,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$61,281.00"
112907,MILLER GROVE ISD,2022,6329,READING MATERIALS,"$4,672.00"
112907,MILLER GROVE ISD,2022,6341,FOOD,"$98,620.00"
112907,MILLER GROVE ISD,2022,6342,NON-FOOD,"$9,102.00"
112907,MILLER GROVE ISD,2022,6344,USDA DONATED COMMODITIES,"$16,464.00"
112907,MILLER GROVE ISD,2022,6349,FOOD SERVICE SUPPLIES,"$10,856.00"
112907,MILLER GROVE ISD,2022,6399,GENERAL SUPPLIES,"$304,791.00"
112907,MILLER GROVE ISD,2022,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$38,175.00"
112907,MILLER GROVE ISD,2022,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$3,249.00"
112907,MILLER GROVE ISD,2022,6429,INSURANCE AND BONDING COSTS,"$69,527.00"
112907,MILLER GROVE ISD,2022,6491,STATUTORILY REQUIRED PUBLIC NOTICES,$773.00
112907,MILLER GROVE ISD,2022,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$117,088.00"
112907,MILLER GROVE ISD,2022,6499,MISCELLANEOUS OPERATING COSTS,"$135,695.00"
112907,MILLER GROVE ISD,2022,6511,BOND PRINCIPAL,"$150,000.00"
112907,MILLER GROVE ISD,2022,6513,LONG-TERM DEBT PRINCIPAL,"$83,081.00"
112907,MILLER GROVE ISD,2022,6521,INTEREST ON BONDS,"$109,050.00"
112907,MILLER GROVE ISD,2022,6523,INTEREST ON DEBT,"$33,118.00"
112907,MILLER GROVE ISD,2022,6599,OTHER DEBT SERVICE FEES,$500.00
112907,MILLER GROVE ISD,2022,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$40,245.00"
112907,MILLER GROVE ISD,2022,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$27,622.00"
112907,MILLER GROVE ISD,2023,6112,SUBSTITUTE PAY,"$36,463.00"
112907,MILLER GROVE ISD,2023,6119,TEACHER PAY & OTHER PROFESSIONALS,"$2,127,289.00"
112907,MILLER GROVE ISD,2023,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$11,514.00"
112907,MILLER GROVE ISD,2023,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$520,368.00"
112907,MILLER GROVE ISD,2023,6141,SOCIAL SECURITY/MEDICARE,"$39,920.00"
112907,MILLER GROVE ISD,2023,6142,GROUP HEALTH & LIFE INSURANCE,"$75,299.00"
112907,MILLER GROVE ISD,2023,6143,WORKERS' COMPENSATION,"$9,458.00"
112907,MILLER GROVE ISD,2023,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$209,588.00"
112907,MILLER GROVE ISD,2023,6145,UNEMPLOYMENT COMPENSATION,"$2,200.00"
112907,MILLER GROVE ISD,2023,6146,TEACHER RETIREMENT/TRS CARE,"$106,265.00"
112907,MILLER GROVE ISD,2023,6149,EMPLOYEE BENEFITS,"$60,626.00"
112907,MILLER GROVE ISD,2023,6211,LEGAL SERVICES,"$8,486.00"
112907,MILLER GROVE ISD,2023,6212,AUDIT SERVICES,"$11,130.00"
112907,MILLER GROVE ISD,2023,6213,TAX APPRAISAL AND COLLECTION,"$40,625.00"
112907,MILLER GROVE ISD,2023,6214,LOBBYING,$410.00
112907,MILLER GROVE ISD,2023,6219,PROFESSIONAL SERVICES,"$195,577.00"
112907,MILLER GROVE ISD,2023,6229,TUITION AND TRANSFER PAYMENTS,"$10,428.00"
112907,MILLER GROVE ISD,2023,6239,EDUCATION SERVICE CENTER SERVICES,"$92,112.00"
112907,MILLER GROVE ISD,2023,6249,CONTRACTED MAINTENANCE AND REPAIR,"$274,040.00"
112907,MILLER GROVE ISD,2023,6259,UTILITIES,"$99,747.00"
112907,MILLER GROVE ISD,2023,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$32,568.00"
112907,MILLER GROVE ISD,2023,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$48,059.00"
112907,MILLER GROVE ISD,2023,6329,READING MATERIALS,"$2,550.00"
112907,MILLER GROVE ISD,2023,6341,FOOD,"$132,174.00"
112907,MILLER GROVE ISD,2023,6342,NON-FOOD,"$7,571.00"
112907,MILLER GROVE ISD,2023,6344,USDA DONATED COMMODITIES,"$26,567.00"
112907,MILLER GROVE ISD,2023,6349,FOOD SERVICE SUPPLIES,"$1,701.00"
112907,MILLER GROVE ISD,2023,6399,GENERAL SUPPLIES,"$246,300.00"
112907,MILLER GROVE ISD,2023,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$28,040.00"
112907,MILLER GROVE ISD,2023,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$4,279.00"
112907,MILLER GROVE ISD,2023,6429,INSURANCE AND BONDING COSTS,"$89,594.00"
112907,MILLER GROVE ISD,2023,6439,ELECTION COSTS,"$10,920.00"
112907,MILLER GROVE ISD,2023,6491,STATUTORILY REQUIRED PUBLIC NOTICES,$514.00
112907,MILLER GROVE ISD,2023,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$135,298.00"
112907,MILLER GROVE ISD,2023,6499,MISCELLANEOUS OPERATING COSTS,"$110,390.00"
112907,MILLER GROVE ISD,2023,6511,BOND PRINCIPAL,"$155,000.00"
112907,MILLER GROVE ISD,2023,6513,LONG-TERM DEBT PRINCIPAL,"$84,972.00"
112907,MILLER GROVE ISD,2023,6521,INTEREST ON BONDS,"$104,475.00"
112907,MILLER GROVE ISD,2023,6523,INTEREST ON DEBT,"$30,736.00"
112907,MILLER GROVE ISD,2023,6599,OTHER DEBT SERVICE FEES,$500.00
112907,MILLER GROVE ISD,2023,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$17,845.00"
112907,MILLER GROVE ISD,2023,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$30,162.00"
112907,MILLER GROVE ISD,2024,6112,SUBSTITUTE PAY,"$28,528.00"
112907,MILLER GROVE ISD,2024,6119,TEACHER PAY & OTHER PROFESSIONALS,"$2,110,429.00"
112907,MILLER GROVE ISD,2024,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$11,265.00"
112907,MILLER GROVE ISD,2024,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$530,876.00"
112907,MILLER GROVE ISD,2024,6141,SOCIAL SECURITY/MEDICARE,"$38,975.00"
112907,MILLER GROVE ISD,2024,6142,GROUP HEALTH & LIFE INSURANCE,"$67,761.00"
112907,MILLER GROVE ISD,2024,6143,WORKERS' COMPENSATION,"$9,126.00"
112907,MILLER GROVE ISD,2024,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$212,897.00"
112907,MILLER GROVE ISD,2024,6145,UNEMPLOYMENT COMPENSATION,"$2,200.00"
112907,MILLER GROVE ISD,2024,6146,TEACHER RETIREMENT/TRS CARE,"$121,168.00"
112907,MILLER GROVE ISD,2024,6149,EMPLOYEE BENEFITS,"$26,888.00"
112907,MILLER GROVE ISD,2024,6211,LEGAL SERVICES,"$16,868.00"
112907,MILLER GROVE ISD,2024,6212,AUDIT SERVICES,"$11,700.00"
112907,MILLER GROVE ISD,2024,6213,TAX APPRAISAL AND COLLECTION,"$38,779.00"
112907,MILLER GROVE ISD,2024,6214,LOBBYING,$500.00
112907,MILLER GROVE ISD,2024,6219,PROFESSIONAL SERVICES,"$206,305.00"
112907,MILLER GROVE ISD,2024,6229,TUITION AND TRANSFER PAYMENTS,"$3,630.00"
112907,MILLER GROVE ISD,2024,6239,EDUCATION SERVICE CENTER SERVICES,"$86,982.00"
112907,MILLER GROVE ISD,2024,6249,CONTRACTED MAINTENANCE AND REPAIR,"$334,236.00"
112907,MILLER GROVE ISD,2024,6259,UTILITIES,"$105,154.00"
112907,MILLER GROVE ISD,2024,6291,CONSULTING SERVICES,"$33,250.00"
112907,MILLER GROVE ISD,2024,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$23,861.00"
112907,MILLER GROVE ISD,2024,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$26,780.00"
112907,MILLER GROVE ISD,2024,6339,TESTING MATERIALS,$172.00
112907,MILLER GROVE ISD,2024,6341,FOOD,"$160,147.00"
112907,MILLER GROVE ISD,2024,6342,NON-FOOD,"$6,456.00"
112907,MILLER GROVE ISD,2024,6344,USDA DONATED COMMODITIES,"$11,374.00"
112907,MILLER GROVE ISD,2024,6349,FOOD SERVICE SUPPLIES,"$3,556.00"
112907,MILLER GROVE ISD,2024,6399,GENERAL SUPPLIES,"$214,034.00"
112907,MILLER GROVE ISD,2024,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$12,070.00"
112907,MILLER GROVE ISD,2024,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$11,477.00"
112907,MILLER GROVE ISD,2024,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$2,955.00"
112907,MILLER GROVE ISD,2024,6429,INSURANCE AND BONDING COSTS,"$109,281.00"
112907,MILLER GROVE ISD,2024,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$1,648.00"
112907,MILLER GROVE ISD,2024,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$180,392.00"
112907,MILLER GROVE ISD,2024,6499,MISCELLANEOUS OPERATING COSTS,"$143,157.00"
112907,MILLER GROVE ISD,2024,6511,BOND PRINCIPAL,"$160,000.00"
112907,MILLER GROVE ISD,2024,6513,LONG-TERM DEBT PRINCIPAL,"$87,894.00"
112907,MILLER GROVE ISD,2024,6521,INTEREST ON BONDS,"$99,750.00"
112907,MILLER GROVE ISD,2024,6523,INTEREST ON DEBT,"$28,344.00"
112907,MILLER GROVE ISD,2024,6599,OTHER DEBT SERVICE FEES,$500.00
112907,MILLER GROVE ISD,2024,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$14,382.00"
112908,COMO-PICKTON CISD,2018,6112,SUBSTITUTE PAY,"$63,029.00"
112908,COMO-PICKTON CISD,2018,6119,TEACHER PAY & OTHER PROFESSIONALS,"$3,658,205.00"
112908,COMO-PICKTON CISD,2018,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,108,085.00"
112908,COMO-PICKTON CISD,2018,6141,SOCIAL SECURITY/MEDICARE,"$70,053.00"
112908,COMO-PICKTON CISD,2018,6142,GROUP HEALTH & LIFE INSURANCE,"$305,220.00"
112908,COMO-PICKTON CISD,2018,6143,WORKERS' COMPENSATION,"$23,229.00"
112908,COMO-PICKTON CISD,2018,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$305,656.00"
112908,COMO-PICKTON CISD,2018,6145,UNEMPLOYMENT COMPENSATION,"$5,578.00"
112908,COMO-PICKTON CISD,2018,6146,TEACHER RETIREMENT/TRS CARE,"$197,893.00"
112908,COMO-PICKTON CISD,2018,6149,EMPLOYEE BENEFITS,"$4,200.00"
112908,COMO-PICKTON CISD,2018,6211,LEGAL SERVICES,"$4,549.00"
112908,COMO-PICKTON CISD,2018,6212,AUDIT SERVICES,"$13,625.00"
112908,COMO-PICKTON CISD,2018,6213,TAX APPRAISAL AND COLLECTION,"$53,705.00"
112908,COMO-PICKTON CISD,2018,6219,PROFESSIONAL SERVICES,"$467,416.00"
112908,COMO-PICKTON CISD,2018,6239,EDUCATION SERVICE CENTER SERVICES,"$67,536.00"
112908,COMO-PICKTON CISD,2018,6249,CONTRACTED MAINTENANCE AND REPAIR,"$42,052.00"
112908,COMO-PICKTON CISD,2018,6259,UTILITIES,"$195,826.00"
112908,COMO-PICKTON CISD,2018,6269,RENTALS - OPERATING LEASES,"$35,339.00"
112908,COMO-PICKTON CISD,2018,6299,MISCELLANEOUS CONTRACTED SERVICES,"$147,386.00"
112908,COMO-PICKTON CISD,2018,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$52,243.00"
112908,COMO-PICKTON CISD,2018,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$223,631.00"
112908,COMO-PICKTON CISD,2018,6321,INSTRUCTIONAL MATERIALS,"$20,118.00"
112908,COMO-PICKTON CISD,2018,6329,READING MATERIALS,"$17,712.00"
112908,COMO-PICKTON CISD,2018,6339,TESTING MATERIALS,"$1,192.00"
112908,COMO-PICKTON CISD,2018,6342,NON-FOOD,"$1,494.00"
112908,COMO-PICKTON CISD,2018,6344,USDA DONATED COMMODITIES,"$32,412.00"
112908,COMO-PICKTON CISD,2018,6399,GENERAL SUPPLIES,"$381,387.00"
112908,COMO-PICKTON CISD,2018,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$70,414.00"
112908,COMO-PICKTON CISD,2018,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$3,970.00"
112908,COMO-PICKTON CISD,2018,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,$280.00
112908,COMO-PICKTON CISD,2018,6429,INSURANCE AND BONDING COSTS,"$67,164.00"
112908,COMO-PICKTON CISD,2018,6494,RECLASSIFIED TRANSPORTATION EXPENDITURES/EXPENSES,$0.00
112908,COMO-PICKTON CISD,2018,6495,DUES,"$16,268.00"
112908,COMO-PICKTON CISD,2018,6499,MISCELLANEOUS OPERATING COSTS,"$52,768.00"
112908,COMO-PICKTON CISD,2018,6512,CAPITAL LEASE PRINCIPAL,"$224,380.00"
112908,COMO-PICKTON CISD,2018,6522,CAPITAL LEASE INTEREST,"$97,656.00"
112908,COMO-PICKTON CISD,2018,6619,LAND PURCHASE AND IMPROVEMENT,"$90,253.00"
112908,COMO-PICKTON CISD,2018,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$163,132.00"
112908,COMO-PICKTON CISD,2018,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$15,821.00"
112908,COMO-PICKTON CISD,2018,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$19,239.00"
112908,COMO-PICKTON CISD,2022,6112,SUBSTITUTE PAY,"$90,178.00"
112908,COMO-PICKTON CISD,2022,6119,TEACHER PAY & OTHER PROFESSIONALS,"$4,515,300.00"
112908,COMO-PICKTON CISD,2022,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,469,143.00"
112908,COMO-PICKTON CISD,2022,6141,SOCIAL SECURITY/MEDICARE,"$87,859.00"
112908,COMO-PICKTON CISD,2022,6142,GROUP HEALTH & LIFE INSURANCE,"$269,419.00"
112908,COMO-PICKTON CISD,2022,6143,WORKERS' COMPENSATION,"$50,434.00"
112908,COMO-PICKTON CISD,2022,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$376,787.00"
112908,COMO-PICKTON CISD,2022,6145,UNEMPLOYMENT COMPENSATION,"$5,114.00"
112908,COMO-PICKTON CISD,2022,6146,TEACHER RETIREMENT/TRS CARE,"$274,140.00"
112908,COMO-PICKTON CISD,2022,6149,EMPLOYEE BENEFITS,"$6,470.00"
112908,COMO-PICKTON CISD,2022,6211,LEGAL SERVICES,"$95,320.00"
112908,COMO-PICKTON CISD,2022,6212,AUDIT SERVICES,"$17,000.00"
112908,COMO-PICKTON CISD,2022,6213,TAX APPRAISAL AND COLLECTION,"$56,477.00"
112908,COMO-PICKTON CISD,2022,6219,PROFESSIONAL SERVICES,"$73,411.00"
112908,COMO-PICKTON CISD,2022,6223,STUDENT TUITION-OTHER THAN TO PUBLIC SCHOOLS,"$6,667.00"
112908,COMO-PICKTON CISD,2022,6229,TUITION AND TRANSFER PAYMENTS,"$19,897.00"
112908,COMO-PICKTON CISD,2022,6239,EDUCATION SERVICE CENTER SERVICES,"$94,878.00"
112908,COMO-PICKTON CISD,2022,6249,CONTRACTED MAINTENANCE AND REPAIR,"$93,147.00"
112908,COMO-PICKTON CISD,2022,6259,UTILITIES,"$207,313.00"
112908,COMO-PICKTON CISD,2022,6269,RENTALS - OPERATING LEASES,"$12,862.00"
112908,COMO-PICKTON CISD,2022,6299,MISCELLANEOUS CONTRACTED SERVICES,"$226,794.00"
112908,COMO-PICKTON CISD,2022,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$62,901.00"
112908,COMO-PICKTON CISD,2022,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$388,774.00"
112908,COMO-PICKTON CISD,2022,6321,INSTRUCTIONAL MATERIALS,"$23,781.00"
112908,COMO-PICKTON CISD,2022,6329,READING MATERIALS,"$12,250.00"
112908,COMO-PICKTON CISD,2022,6339,TESTING MATERIALS,$599.00
112908,COMO-PICKTON CISD,2022,6341,FOOD,"$233,307.00"
112908,COMO-PICKTON CISD,2022,6342,NON-FOOD,"$51,876.00"
112908,COMO-PICKTON CISD,2022,6344,USDA DONATED COMMODITIES,"$40,301.00"
112908,COMO-PICKTON CISD,2022,6399,GENERAL SUPPLIES,"$834,444.00"
112908,COMO-PICKTON CISD,2022,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$99,669.00"
112908,COMO-PICKTON CISD,2022,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$3,569.00"
112908,COMO-PICKTON CISD,2022,6429,INSURANCE AND BONDING COSTS,"$45,679.00"
112908,COMO-PICKTON CISD,2022,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$2,527.00"
112908,COMO-PICKTON CISD,2022,6494,RECLASSIFIED TRANSPORTATION EXPENDITURES/EXPENSES,"$63,836.00"
112908,COMO-PICKTON CISD,2022,6495,DUES,"$14,418.00"
112908,COMO-PICKTON CISD,2022,6499,MISCELLANEOUS OPERATING COSTS,"$104,730.00"
112908,COMO-PICKTON CISD,2022,6512,CAPITAL LEASE PRINCIPAL,"$20,370.00"
112908,COMO-PICKTON CISD,2022,6513,LONG-TERM DEBT PRINCIPAL,"$270,614.00"
112908,COMO-PICKTON CISD,2022,6522,CAPITAL LEASE INTEREST,"$1,480.00"
112908,COMO-PICKTON CISD,2022,6523,INTEREST ON DEBT,"$42,018.00"
112908,COMO-PICKTON CISD,2022,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$1,175,612.00"
112908,COMO-PICKTON CISD,2022,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$68,616.00"
112908,COMO-PICKTON CISD,2022,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$329,818.00"
112908,COMO-PICKTON CISD,2023,6112,SUBSTITUTE PAY,"$70,887.00"
112908,COMO-PICKTON CISD,2023,6119,TEACHER PAY & OTHER PROFESSIONALS,"$5,338,028.00"
112908,COMO-PICKTON CISD,2023,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,478,883.00"
112908,COMO-PICKTON CISD,2023,6141,SOCIAL SECURITY/MEDICARE,"$100,177.00"
112908,COMO-PICKTON CISD,2023,6142,GROUP HEALTH & LIFE INSURANCE,"$263,144.00"
112908,COMO-PICKTON CISD,2023,6143,WORKERS' COMPENSATION,"$37,762.00"
112908,COMO-PICKTON CISD,2023,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$418,459.00"
112908,COMO-PICKTON CISD,2023,6145,UNEMPLOYMENT COMPENSATION,"$4,858.00"
112908,COMO-PICKTON CISD,2023,6146,TEACHER RETIREMENT/TRS CARE,"$347,238.00"
112908,COMO-PICKTON CISD,2023,6149,EMPLOYEE BENEFITS,"$10,000.00"
112908,COMO-PICKTON CISD,2023,6211,LEGAL SERVICES,"$19,575.00"
112908,COMO-PICKTON CISD,2023,6212,AUDIT SERVICES,"$19,000.00"
112908,COMO-PICKTON CISD,2023,6213,TAX APPRAISAL AND COLLECTION,"$49,377.00"
112908,COMO-PICKTON CISD,2023,6219,PROFESSIONAL SERVICES,"$55,254.00"
112908,COMO-PICKTON CISD,2023,6223,STUDENT TUITION-OTHER THAN TO PUBLIC SCHOOLS,"$3,591.00"
112908,COMO-PICKTON CISD,2023,6229,TUITION AND TRANSFER PAYMENTS,"$17,818.00"
112908,COMO-PICKTON CISD,2023,6239,EDUCATION SERVICE CENTER SERVICES,"$96,611.00"
