101917,PASADENA ISD,47486,48726,49326,54646
101919,SPRING ISD,33935,34114,33425,36134
101920,SPRING BRANCH ISD,33407,33649,33545,35022
101921,TOMBALL ISD,22273,21426,20262,15933
101924,SHELDON ISD,11028,10990,10570,9100
101925,HUFFMAN ISD,3679,3717,3569,3527
102901,KARNACK ISD,125,130,134,148
102902,MARSHALL ISD,4965,5057,5070,5439
102903,WASKOM ISD,817,825,845,920
102904,HALLSVILLE ISD,21299,19818,19104,5077
102905,HARLETON ISD,723,705,711,734
102906,ELYSIAN FIELDS ISD,797,813,829,885
103901,CHANNING ISD,128,161,163,181
103902,HARTLEY ISD,243,230,232,239
104901,HASKELL CISD,534,539,537,552
104903,RULE ISD,130,133,143,142
104907,PAINT CREEK ISD,104,100,95,132
105801,KATHERINE ANNE PORTER SCHOOL,123,86,74,157
105802,TEXAS PREPARATORY SCHOOL,98,73,120,248
105803,KI CHARTER,457,429,281,174
105804,DORAL ACADEMY OF TEXAS,346,370,.,.
105902,SAN MARCOS CISD,8311,8447,8171,8182
105904,DRIPPING SPRINGS ISD,8538,8375,8001,6450
105905,WIMBERLEY ISD,2700,2700,2613,2445
105906,HAYS CISD,23313,22297,21405,19862
106901,CANADIAN ISD,795,829,841,930
107901,ATHENS ISD,3008,3099,2966,3118
107902,BROWNSBORO ISD,2592,2620,2585,2720
107904,CROSS ROADS ISD,562,560,538,545
107905,EUSTACE ISD,1711,1727,1650,1548
107906,MALAKOFF ISD,1441,1433,1420,1390
107907,TRINIDAD ISD,156,133,154,174
107908,MURCHISON ISD,170,175,179,166
107910,LAPOYNOR ISD,493,491,491,453
108802,HORIZON MONTESSORI PUBLIC SCHOOLS,1424,1469,1392,1236
108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,465,506,485,384
108807,IDEA PUBLIC SCHOOLS,76819,74217,67988,35595
108808,VANGUARD ACADEMY,6600,5950,5364,3283
108809,EXCELLENCE IN LEADERSHIP ACADEMY,220,263,301,231
108810,BRILLANTE ACADEMY,196,.,.,.
108902,DONNA ISD,13131,13165,13061,14818
108903,EDCOUCH-ELSA ISD,4398,4366,4140,5184
108904,EDINBURG CISD,33810,33911,32078,34156
108905,HIDALGO ISD,3019,3010,2839,3215
108906,MCALLEN ISD,20095,20399,20410,23721
108907,MERCEDES ISD,4393,4457,4418,5530
108908,MISSION CISD,14068,14502,13990,15896
108909,PHARR-SAN JUAN-ALAMO ISD,30008,30003,29250,32680
108910,PROGRESO ISD,1405,1444,1393,1904
108911,SHARYLAND ISD,9742,9732,9503,10188
108912,LA JOYA ISD,23998,24804,24163,28788
108913,WESLACO ISD,16430,16491,15639,17156
108914,LA VILLA ISD,538,566,560,579
108915,MONTE ALTO ISD,820,865,890,1025
108916,VALLEY VIEW ISD,3515,3739,3790,4480
109901,ABBOTT ISD,284,286,283,290
109902,BYNUM ISD,184,189,181,179
109903,COVINGTON ISD,334,319,302,298
109904,HILLSBORO ISD,1929,2011,1933,2027
109905,HUBBARD ISD,430,447,440,400
109907,ITASCA ISD,656,651,628,692
109908,MALONE ISD,91,128,153,158
109910,MOUNT CALM ISD,159,168,193,198
109911,WHITNEY ISD,1475,1522,1478,1517
109912,AQUILLA ISD,321,323,335,322
109913,BLUM ISD,331,338,344,353
109914,PENELOPE ISD,212,202,199,237
110901,ANTON ISD,170,170,182,235
110902,LEVELLAND ISD,2617,2691,2756,2998
110905,ROPES ISD,576,546,514,430
110906,SMYER ISD,434,442,417,431
110907,SUNDOWN ISD,551,592,592,629
110908,WHITHARRAL ISD,213,234,236,184
111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,0,0,0,.
111901,GRANBURY ISD,7933,7954,7732,7143
111902,LIPAN ISD,447,467,448,390
111903,TOLAR ISD,908,878,851,787
112901,SULPHUR SPRINGS ISD,4364,4361,4339,4336
112905,CUMBY COLLEGIATE ISD,450,431,435,392
112906,NORTH HOPKINS ISD,505,516,535,518
112907,MILLER GROVE ISD,323,317,299,329
112908,COMO-PICKTON CISD,756,734,725,747
112909,SALTILLO ISD,253,248,244,247
112910,SULPHUR BLUFF ISD,228,227,203,218
113901,CROCKETT ISD,1183,1203,1190,1331
113902,GRAPELAND ISD,598,615,632,508
113903,LOVELADY ISD,536,538,504,547
113905,LATEXO ISD,497,497,489,485
113906,KENNARD ISD,267,258,247,278
114901,BIG SPRING ISD,3451,3510,3634,3949
114902,COAHOMA ISD,1096,1095,1086,1004
114904,FORSAN ISD,751,753,769,783
115901,FT HANCOCK ISD,388,377,400,410
115902,SIERRA BLANCA ISD,99,116,118,114
115903,DELL CITY ISD,72,61,70,65
116901,CADDO MILLS ISD,2836,2642,2232,1736
116902,CELESTE ISD,524,519,485,489
116903,COMMERCE ISD,1559,1517,1442,1514
116905,GREENVILLE ISD,5418,5422,5325,5477
116906,LONE OAK ISD,1146,1083,1027,1046
116908,QUINLAN ISD,2889,2784,2577,2630
116909,WOLFE CITY ISD,720,720,703,674
116910,CAMPBELL ISD,287,295,303,328
116915,BLAND ISD,794,773,761,683
116916,BOLES ISD,552,547,529,543
117901,BORGER ISD,2372,2477,2500,2736
117903,SANFORD-FRITCH ISD,721,688,693,737
117904,PLEMONS-STINNETT-PHILLIPS CISD,564,573,621,688
117907,.,83,92,99,102
118902,IRION COUNTY ISD,337,333,334,277
119901,BRYSON ISD,251,259,252,261
119902,JACKSBORO ISD,1082,1083,1078,1041
119903,PERRIN-WHITT CISD,322,319,322,341
120901,EDNA ISD,1576,1573,1559,1579
120902,GANADO ISD,696,711,738,767
120905,INDUSTRIAL ISD,1170,1188,1158,1178
121902,BROOKELAND ISD,371,341,369,411
121903,BUNA ISD,1460,1477,1489,1530
121904,JASPER ISD,2194,2211,2174,2484
121905,KIRBYVILLE CISD,1458,1502,1452,1504
121906,EVADALE ISD,384,371,397,488
122901,FT DAVIS ISD,263,183,178,226
122902,VALENTINE ISD,24,44,36,33
123803,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,429,337,368,417
123805,EHRHART SCHOOL,520,529,507,387
123807,BOB HOPE SCHOOL,2509,2313,2362,976
123905,NEDERLAND ISD,5279,5029,5009,5388
123907,PORT ARTHUR ISD,8155,8152,8003,8280
123908,PORT NECHES-GROVES ISD,5364,5242,5196,5136
123910,BEAUMONT ISD,16803,16730,16769,18858
123913,SABINE PASS ISD,358,370,365,372
123914,HAMSHIRE-FANNETT ISD,2048,2065,1954,1931
124901,JIM HOGG COUNTY ISD,1000,1072,1078,1151
125901,ALICE ISD,4486,4506,4369,5073
125902,BEN BOLT-PALITO BLANCO ISD,455,494,497,554
125903,ORANGE GROVE ISD,1707,1755,1773,1878
125905,PREMONT ISD,782,757,730,587
125906,LA GLORIA ISD,114,102,94,131
126901,ALVARADO ISD,3782,3750,3610,3729
126902,BURLESON ISD,12718,12865,12746,12221
126903,CLEBURNE ISD,7082,7243,7068,6726
126904,GRANDVIEW ISD,1428,1403,1374,1216
126905,JOSHUA ISD,6020,5892,5880,5528
126906,KEENE ISD,1097,1053,1021,1053
126907,RIO VISTA ISD,967,945,820,732
126908,VENUS ISD,2308,2319,2303,2138
126911,GODLEY ISD,3002,2811,2604,2027
127901,ANSON ISD,733,752,740,771
127903,HAMLIN COLLEGIATE ISD,399,418,431,397
127904,HAWLEY ISD,834,819,768,737
127905,LUEDERS-AVOCA ISD,104,101,99,106
127906,STAMFORD ISD,583,604,620,671
128901,KARNES CITY ISD,1031,4835,1053,1134
128902,KENEDY ISD,770,729,733,825
128903,RUNGE ISD,196,208,217,278
128904,FALLS CITY ISD,436,442,431,360
129901,CRANDALL ISD,6443,6003,5451,4056
129902,FORNEY ISD,17002,16211,14349,10196
129903,KAUFMAN ISD,4378,4332,4103,3961
129904,KEMP ISD,1967,1835,1692,1620
129905,MABANK ISD,4066,3904,3659,3513
129906,TERRELL ISD,5255,5208,4973,4617
129910,SCURRY-ROSSER ISD,1046,1066,1085,1029
130801,MEADOWLAND CHARTER DISTRICT,53,68,79,139
130901,BOERNE ISD,10910,10763,10327,8687
130902,COMFORT ISD,1090,1104,1067,1100
131001,KENEDY COUNTY WIDE CSD,130,98,101,78
132902,JAYTON-GIRARD ISD,177,175,171,152
133901,CENTER POINT ISD,534,549,535,576
133902,HUNT ISD,200,202,209,192
133903,KERRVILLE ISD,4689,4878,4814,5020
133904,INGRAM ISD,1300,1240,1173,1107
133905,DIVIDE ISD,35,37,32,17
134901,JUNCTION ISD,589,619,639,615
135001,GUTHRIE CSD,98,119,136,104
136901,BRACKETT ISD,532,552,532,585
137901,KINGSVILLE ISD,2603,2694,2805,3392
137902,RICARDO ISD,657,655,625,688
137903,RIVIERA ISD,477,478,479,423
137904,SANTA GERTRUDIS ISD,809,823,781,753
138902,KNOX CITY-O'BRIEN CISD,200,209,228,278
138903,MUNDAY CISD,411,409,405,386
138904,BENJAMIN ISD,104,130,133,110
139905,CHISUM ISD,1195,1179,1145,954
139909,PARIS ISD,3868,3856,3808,3818
139911,NORTH LAMAR ISD,2372,2450,2416,2550
139912,PRAIRILAND ISD,1119,1099,1090,1150
140901,AMHERST ISD,114,120,128,165
140904,LITTLEFIELD ISD,1198,1203,1235,1349
140905,OLTON ISD,619,597,582,615
140907,SPRINGLAKE-EARTH ISD,265,310,296,368
140908,SUDAN ISD,466,474,483,469
141901,LAMPASAS ISD,3560,3567,3423,3348
141902,LOMETA ISD,320,276,317,282
142901,COTULLA ISD,1143,1170,1172,1380
143901,HALLETTSVILLE ISD,1168,1172,1156,1123
143902,MOULTON ISD,293,304,309,280
143903,SHINER ISD,717,724,710,656
143904,VYSEHRAD ISD,88,113,111,121
143905,SWEET HOME ISD,148,145,136,156
143906,EZZELL ISD,130,112,95,103
144901,GIDDINGS ISD,1893,1930,1939,1905
144902,LEXINGTON ISD,1066,1084,1093,1022
144903,DIME BOX ISD,150,170,181,166
145901,BUFFALO ISD,1027,1052,1026,945
145902,CENTERVILLE ISD,668,691,715,687
145906,NORMANGEE ISD,649,637,627,609
145907,OAKWOOD ISD,221,230,234,200
145911,LEON ISD,751,766,717,759
146901,CLEVELAND ISD,11970,11567,10860,5574
146902,DAYTON ISD,5787,5776,5619,5388
146903,DEVERS ISD,185,204,216,175
146904,HARDIN ISD,1239,1317,1281,1409
146905,HULL-DAISETTA ISD,416,431,433,477
146906,LIBERTY ISD,2424,2398,2248,2108
146907,TARKINGTON ISD,1928,1893,1809,1830
147901,COOLIDGE ISD,295,295,303,309
147902,GROESBECK ISD,1543,1573,1546,1882
147903,MEXIA ISD,1832,1864,1856,1799
148901,BOOKER ISD,332,343,357,390
148902,FOLLETT ISD,173,184,176,146
148905,DARROUZETT ISD,104,112,150,116
149901,GEORGE WEST ISD,1059,1083,1036,1100
149902,THREE RIVERS ISD,590,585,608,678
150901,LLANO ISD,1942,1937,1881,1793
152504,TEXAS TECH UNIVERSITY K-12,724,735,977,.
152802,RISE ACADEMY,301,297,305,307
152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,171,226,178,200
152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,174,175,185,.
152901,LUBBOCK ISD,24329,25247,25659,27998
152902,NEW DEAL ISD,765,757,725,752
152903,SLATON ISD,1247,1268,1284,1275
152906,LUBBOCK-COOPER ISD,7855,7750,7592,6325
152907,FRENSHIP ISD,11581,11165,10877,9692
152908,ROOSEVELT ISD,1122,1175,1114,1093
152909,SHALLOWATER ISD,1739,1762,1746,1645
152910,IDALOU ISD,976,988,1006,1003
153903,O'DONNELL ISD,271,288,296,322
153904,TAHOKA ISD,579,595,598,621
153905,NEW HOME ISD,671,626,588,447
153907,WILSON ISD,137,125,128,129
154901,MADISONVILLE CISD,2392,2431,2319,2358
154903,NORTH ZULCH ISD,358,352,315,353
155901,JEFFERSON ISD,1106,1132,1163,1272
156902,STANTON ISD,1040,1081,1103,1012
156905,GRADY ISD,250,258,249,252
157901,MASON ISD,705,709,759,728
158901,BAY CITY ISD,3514,3579,3510,3571
158902,TIDEHAVEN ISD,1029,1045,1010,938
158904,MATAGORDA ISD,113,89,101,158
158905,PALACIOS ISD,1266,1300,1322,1427
158906,VAN VLECK ISD,1051,1071,1080,1056
159901,EAGLE PASS ISD,13869,13935,13385,14582
160901,BRADY ISD,971,956,966,1178
160904,ROCHELLE ISD,161,211,194,185
160905,LOHN ISD,109,131,125,107
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,884,859,855,818
161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,10272,10249,9892,9651
161901,CRAWFORD ISD,599,593,558,547
161903,MIDWAY ISD,8849,8739,8434,8088
161906,LA VEGA ISD,3120,3017,3091,3100
161907,LORENA ISD,1858,1807,1766,1763
161908,MART ISD,606,588,533,519
161909,MCGREGOR ISD,1532,1503,1494,1459
161910,MOODY ISD,727,722,688,697
161912,RIESEL ISD,652,656,623,646
161914,WACO ISD,13517,13824,14086,14821
161916,WEST ISD,1250,1265,1239,1331
161918,AXTELL ISD,845,836,758,803
161919,BRUCEVILLE-EDDY ISD,586,588,610,689
161920,CHINA SPRING ISD,3037,3010,2958,2756
161921,CONNALLY ISD,2289,2332,2270,2337
161922,ROBINSON ISD,2413,2401,2403,2355
161923,BOSQUEVILLE ISD,723,720,702,711
161924,HALLSBURG ISD,145,146,162,172
161925,GHOLSON ISD,270,263,232,257
162904,MCMULLEN COUNTY ISD,271,282,283,257
163901,DEVINE ISD,1984,2007,1965,2011
163902,D'HANIS ISD,278,284,296,381
163903,NATALIA ISD,1268,1170,1146,1102
163904,HONDO ISD,1753,1772,1771,2002
163908,MEDINA VALLEY ISD,8700,7823,6785,5088
164901,MENARD ISD,287,288,300,315
165802,MIDLAND ACADEMY CHARTER SCHOOL,402,385,363,413
165901,MIDLAND ISD,28752,27842,26398,25716
165902,GREENWOOD ISD,3257,3140,3089,2688
166901,CAMERON ISD,1517,1554,1569,1854
166902,GAUSE ISD,142,154,163,184
166903,MILANO ISD,411,403,409,453
166904,ROCKDALE ISD,1516,1488,1425,1531
166905,THORNDALE ISD,598,617,596,567
166907,BUCKHOLTS ISD,116,110,140,145
167901,GOLDTHWAITE ISD,533,537,533,574
167902,MULLIN ISD,211,193,195,335
167904,PRIDDY ISD,118,121,124,111
168901,COLORADO ISD,947,949,896,993
168902,LORAINE ISD,133,140,135,159
168903,WESTBROOK ISD,245,255,258,251
169901,BOWIE ISD,1567,1644,1689,1696
169902,NOCONA ISD,752,804,806,780
169906,GOLD BURG ISD,155,154,144,109
169908,MONTAGUE ISD,158,151,148,160
169909,PRAIRIE VALLEY ISD,127,128,147,151
169910,FORESTBURG ISD,184,185,176,188
169911,SAINT JO ISD,346,345,322,283
170802,THRIVE CENTER FOR SUCCESS,127,92,.,.
170902,CONROE ISD,72352,70783,67761,61580
170903,MONTGOMERY ISD,9794,9748,9343,8747
170904,WILLIS ISD,8974,8793,8432,7279
170906,MAGNOLIA ISD,14468,14046,13658,12993
170907,SPLENDORA ISD,5221,4866,4384,4016
170908,NEW CANEY ISD,18987,18344,17116,15046
171901,DUMAS ISD,4301,4192,4281,4319
171902,SUNRAY COLLEGIATE ISD,636,675,619,554
172902,DAINGERFIELD-LONE STAR ISD,1022,1013,995,1026
172905,PEWITT CISD,842,833,867,891
173901,MOTLEY COUNTY ISD,160,166,157,172
174801,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,254,252,256,255
174901,CHIRENO ISD,351,404,408,395
174902,CUSHING ISD,551,547,556,558
174903,GARRISON ISD,771,760,749,729
174904,NACOGDOCHES ISD,5863,5943,5903,6315
174906,WODEN ISD,856,835,760,747
174908,CENTRAL HEIGHTS ISD,1079,1104,1137,1133
174909,MARTINSVILLE ISD,317,323,345,400
174911,DOUGLASS ISD,426,436,457,480
175902,BLOOMING GROVE ISD,956,920,903,947
175903,CORSICANA ISD,6075,6096,6006,5911
175904,DAWSON ISD,581,546,526,486
175905,FROST ISD,473,458,439,413
175907,KERENS ISD,630,570,552,592
175910,MILDRED ISD,837,848,834,740
175911,RICE ISD,1071,1036,997,895
176901,BURKEVILLE ISD,247,229,232,258
176902,NEWTON ISD,927,968,964,1026
176903,DEWEYVILLE ISD,538,548,530,576
177901,ROSCOE COLLEGIATE ISD,8425,6191,3081,620
177902,SWEETWATER ISD,1850,1942,2054,2227
177903,BLACKWELL CISD,170,152,155,158
177905,HIGHLAND ISD,222,226,226,232
178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,162,180,166,171
178807,CORPUS CHRISTI MONTESSORI SCHOOL,131,138,121,145
178808,SEASHORE CHARTER SCHOOLS,410,464,495,488
178901,AGUA DULCE ISD,391,408,400,338
178902,BISHOP CISD,1362,1410,1460,1472
178903,CALALLEN ISD,3877,3952,3868,4063
178904,CORPUS CHRISTI ISD,33053,33387,33175,38014
178905,DRISCOLL ISD,340,287,277,318
178906,LONDON ISD,1726,1578,1428,1046
178908,PORT ARANSAS ISD,527,546,524,437
178909,ROBSTOWN ISD,2508,2543,2480,2789
178912,TULOSO-MIDWAY ISD,3636,3655,3750,3888
178913,BANQUETE ISD,821,843,859,932
178914,FLOUR BLUFF ISD,5665,5732,5546,5673
178915,WEST OSO ISD,1908,1929,1969,2105
179901,PERRYTON ISD,1922,2008,2052,2224
180901,BOYS RANCH ISD,153,164,178,301
180902,VEGA ISD,351,370,370,369
180903,ADRIAN ISD,117,120,113,120
180904,WILDORADO ISD,215,232,230,146
181901,BRIDGE CITY ISD,3235,3144,3106,2988
181905,ORANGEFIELD ISD,1809,1856,1851,1787
181906,WEST ORANGE-COVE CISD,2573,2618,2560,2404
181907,VIDOR ISD,4311,4315,4265,4552
181908,LITTLE CYPRESS-MAURICEVILLE CISD,3241,3340,3233,3153
182901,GORDON ISD,233,239,264,182
182902,GRAFORD ISD,330,321,321,352
182903,MINERAL WELLS ISD,3321,3352,3235,3293
182904,SANTO ISD,556,546,499,458
182905,STRAWN ISD,165,174,162,176
182906,PALO PINTO ISD,102,97,84,112
183801,PANOLA CHARTER SCHOOL,169,197,209,147
183901,BECKVILLE ISD,700,686,686,665
183902,CARTHAGE ISD,2598,2621,2674,2686
183904,GARY ISD,485,493,487,471
184801,CROSSTIMBERS ACADEMY,135,151,149,109
184901,POOLVILLE ISD,749,722,645,518
184902,SPRINGTOWN ISD,4171,4120,3888,3582
184903,WEATHERFORD ISD,8203,8255,8034,8116
184904,MILLSAP ISD,1100,1099,1101,994
184907,ALEDO ISD,8161,7857,7368,5718
184908,PEASTER ISD,1706,1750,1625,1170
184909,BROCK ISD,2177,2085,2005,1373
184911,GARNER ISD,365,323,245,196
185901,BOVINA ISD,449,425,458,491
185902,FARWELL ISD,605,606,588,539
185903,FRIONA ISD,1020,1063,1080,1117
185904,LAZBUDDIE ISD,129,130,164,201
186901,BUENA VISTA ISD,255,251,240,244
186902,FORT STOCKTON ISD,8427,2187,2248,2479
186903,IRAAN-SHEFFIELD COLLEGIATE ISD,347,335,323,505
187901,BIG SANDY ISD,524,512,532,508
187903,GOODRICH ISD,272,262,244,241
187904,CORRIGAN-CAMDEN ISD,836,836,819,892
187906,LEGGETT ISD,199,223,219,179
187907,LIVINGSTON ISD,4052,4061,4023,4064
187910,ONALASKA ISD,1242,1239,1215,1110
188901,AMARILLO ISD,29729,30342,30866,33068
188902,RIVER ROAD ISD,1191,1297,1340,1278
188903,HIGHLAND PARK ISD,788,789,826,894
188904,BUSHLAND ISD,1455,1511,1550,1458
189901,MARFA ISD,223,233,270,336
189902,PRESIDIO ISD,1038,1020,1047,1243
190903,RAINS ISD,1738,1754,1729,1705
191901,CANYON ISD,11378,11075,10711,10002
192901,REAGAN COUNTY ISD,810,801,812,859
193801,BIG SPRINGS CHARTER SCHOOL,185,211,203,233
193902,LEAKEY ISD,368,361,329,309
194902,AVERY ISD,320,335,359,359
194903,RIVERCREST ISD,709,700,685,693
194904,CLARKSVILLE ISD,529,522,523,542
194905,DETROIT ISD,497,490,530,522
195901,PECOS-BARSTOW-TOYAH ISD,2882,2776,2671,2630
195902,BALMORHEA ISD,145,144,148,176
196901,AUSTWELL-TIVOLI ISD,139,144,131,135
196902,WOODSBORO ISD,410,427,438,450
196903,REFUGIO ISD,685,654,689,705
197902,MIAMI ISD,198,206,196,219
198901,BREMOND ISD,504,508,498,507
198902,CALVERT ISD,147,134,142,164
198903,FRANKLIN ISD,1387,1353,1349,1254
198905,HEARNE ISD,764,751,741,862
198906,MUMFORD ISD,600,600,611,616
199901,ROCKWALL ISD,18798,18384,17926,16295
199902,ROYSE CITY ISD,9371,8521,7629,5739
200901,BALLINGER ISD,799,817,839,901
200902,MILES ISD,508,512,487,445
200904,WINTERS ISD,539,561,554,544
200906,OLFEN ISD,142,132,141,103
201902,HENDERSON ISD,3292,3400,3414,3439
201903,LANEVILLE ISD,140,150,156,182
201904,LEVERETTS CHAPEL ISD,238,234,245,259
201907,MOUNT ENTERPRISE ISD,507,496,467,413
201908,OVERTON ISD,534,494,474,525
201910,TATUM ISD,1383,1476,1475,1622
201913,CARLISLE ISD,639,623,608,638
201914,WEST RUSK COUNTY CONSOLIDATED ISD,1013,1048,1038,1079
202903,HEMPHILL ISD,764,840,902,897
202905,WEST SABINE ISD,618,608,560,665
203901,SAN AUGUSTINE ISD,622,657,662,763
203902,BROADDUS ISD,391,383,365,409
204901,COLDSPRING-OAKHURST CISD,1626,1622,1591,1532
204904,SHEPHERD ISD,1958,1958,1913,2017
205901,ARANSAS PASS ISD,1731,1700,1676,1474
205902,GREGORY-PORTLAND ISD,4963,4937,4736,4706
205903,INGLESIDE ISD,2010,2023,2000,2235
205904,MATHIS ISD,1447,1485,1443,1635
205905,ODEM-EDROY ISD,913,897,839,989
205906,SINTON ISD,2023,2071,2034,2206
205907,TAFT ISD,836,822,888,1110
206901,SAN SABA ISD,738,684,731,736
206902,RICHLAND SPRINGS ISD,140,139,121,130
206903,CHEROKEE ISD,130,139,128,114
207901,SCHLEICHER ISD,451,476,499,555
208901,HERMLEIGH ISD,260,243,258,252
208902,SNYDER ISD,2396,2560,2558,2701
208903,IRA ISD,249,267,276,256
209901,ALBANY ISD,496,498,510,508
209902,MORAN ISD,121,106,114,129
210901,CENTER ISD,2434,2491,2525,2670
210902,JOAQUIN ISD,712,711,682,718
210903,SHELBYVILLE ISD,857,831,775,780
210904,TENAHA ISD,459,455,473,579
210905,TIMPSON ISD,717,705,645,627
210906,EXCELSIOR ISD,77,74,68,95
211901,TEXHOMA ISD,161,172,174,192
211902,STRATFORD ISD,534,575,581,590
212801,CUMBERLAND ACADEMY,2035,2037,1926,1777
212804,UT TYLER UNIVERSITY ACADEMY,1016,872,853,700
212901,ARP ISD,1002,985,924,900
212902,BULLARD ISD,2912,2886,2791,2560
212903,LINDALE ISD,4552,4469,4268,4075
212904,TROUP ISD,1075,1087,1053,1081
212905,TYLER ISD,18304,18328,18148,18003
212906,WHITEHOUSE ISD,4826,4916,4906,4738
212909,CHAPEL HILL ISD,3270,3308,3397,3556
212910,WINONA ISD,1153,1104,1078,1074
213801,BRAZOS RIVER CHARTER SCHOOL,66,132,182,236
213901,GLEN ROSE ISD,2060,1967,1989,1806
214901,RIO GRANDE CITY GRULLA ISD,9482,9644,9008,10460
214902,SAN ISIDRO ISD,163,181,191,238
214903,ROMA ISD,5932,5977,5655,6381
215901,BRECKENRIDGE ISD,1390,1409,1417,1501
216901,STERLING CITY ISD,360,351,337,308
217901,ASPERMONT ISD,192,199,185,227
218901,SONORA ISD,654,675,691,817
219901,HAPPY ISD,270,270,259,263
219903,TULIA ISD,884,896,947,1099
219905,KRESS ISD,264,279,271,252
220801,TREETOPS SCHOOL INTERNATIONAL,358,343,323,381
220802,ARLINGTON CLASSICS ACADEMY,1494,1512,1526,1533
220809,FORT WORTH ACADEMY OF FINE ARTS,654,642,654,570
220810,WESTLAKE ACADEMY CHARTER SCHOOL,888,875,877,853
220811,EAST FORT WORTH MONTESSORI ACADEMY,184,175,185,377
220814,TEXAS SCHOOL OF THE ARTS,333,334,293,345
220815,.,535,698,693,510
220817,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,2854,2874,3032,2716
220820,ROCKETSHIP PUBLIC SCHOOLS,645,307,.,.
220821,ACADEMY OF VISUAL AND PERFORMING ARTS,105,.,.,.
220901,ARLINGTON ISD,54750,56167,56311,61076
220902,BIRDVILLE ISD,22219,22637,22505,23691
220904,EVERMAN ISD,5139,5354,5463,5838
220905,FORT WORTH ISD,71060,72783,74850,86234
220906,GRAPEVINE-COLLEYVILLE ISD,13565,13772,14013,13975
220907,KELLER ISD,33250,34078,34813,34937
220908,MANSFIELD ISD,35851,35722,35559,35054
220910,LAKE WORTH ISD,3238,3447,3634,3352
220912,CROWLEY ISD,16956,16729,16278,15253
220914,KENNEDALE ISD,2827,2855,2840,3127
220915,AZLE ISD,7218,7089,6889,6496
220916,HURST-EULESS-BEDFORD ISD,23226,22947,22874,23429
220917,CASTLEBERRY ISD,3740,3710,3639,3913
220918,EAGLE MT-SAGINAW ISD,23462,23196,22464,19317
220919,CARROLL ISD,8292,8471,8389,8360
220920,WHITE SETTLEMENT ISD,6895,6972,7036,6853
221801,TEXAS COLLEGE PREPARATORY ACADEMIES,16918,16478,15238,13067
221901,ABILENE ISD,14652,15253,15426,16842
221904,MERKEL ISD,1127,1140,1087,1168
221905,TRENT ISD,146,131,138,165
221911,JIM NED CISD,1630,1624,1578,1219
221912,WYLIE ISD,5507,5419,5108,4413
222901,TERRELL COUNTY ISD,117,129,133,144
223901,BROWNFIELD ISD,1655,1647,1641,1758
223902,MEADOW ISD,237,253,270,282
223904,WELLMAN-UNION CISD,279,286,284,313
224901,THROCKMORTON COLLEGIATE ISD,131,158,157,138
224902,WOODSON ISD,176,162,160,162
225902,MOUNT PLEASANT ISD,5152,5186,5139,5291
225906,CHAPEL HILL ISD,978,1061,1046,1038
225907,HARTS BLUFF ISD,891,868,805,605
226801,TEXAS LEADERSHIP PUBLIC SCHOOLS,4075,3722,3511,2737
226901,CHRISTOVAL ISD,636,613,566,523
226903,SAN ANGELO ISD,13180,13548,13860,15052
226905,WATER VALLEY ISD,319,343,352,363
226906,WALL ISD,1334,1312,1290,1135
226907,GRAPE CREEK ISD,1199,1172,1133,1134
226908,VERIBEST ISD,255,258,278,269
227506,UNIVERSITY OF TEXAS AT AUSTIN H S,788,823,666,.
227803,WAYSIDE SCHOOLS,1759,1651,1643,2116
227804,NYOS CHARTER SCHOOL,1727,1624,1422,996
227805,TEXAS EMPOWERMENT ACADEMY,431,399,413,303
227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,509,555,532,674
227814,CHAPARRAL STAR ACADEMY,360,372,354,381
227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,4509,4471,4225,3948
227817,CEDARS INTERNATIONAL ACADEMY,461,493,496,501
227819,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,292,296,302,295
227820,KIPP TEXAS PUBLIC SCHOOLS,34111,33068,32321,5167
227821,AUSTIN DISCOVERY SCHOOL,261,332,430,524
227824,VALERE PUBLIC SCHOOLS,963,970,1018,633
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,2647,2449,2312,809
227826,MONTESSORI FOR ALL,478,456,470,476
227827,THE EXCEL CENTER (FOR ADULTS),1017,1060,923,196
227829,VALOR EDUCATION,3159,2158,1378,.
227901,AUSTIN ISD,72830,73384,74602,81650
227904,PFLUGERVILLE ISD,25297,25445,25486,25306
227907,MANOR ISD,9658,9255,9270,9109
227909,EANES ISD,7738,7733,7834,8061
227910,DEL VALLE ISD,11287,11118,11078,11216
227912,LAGO VISTA ISD,1846,1798,1808,1475
227913,LAKE TRAVIS ISD,11272,11399,11345,10410
