State,Region,County,District,District Name,Charter Status,Superintendent,Base Pay,FTE Salary,Enrollment,FTE
TX,10,HENDERSON COUNTY,107901,ATHENS ISD,TRADITIONAL ISD/CSD,"SIMS, SALLY JANIE","$230,000.00","$396,552.00",3029,0.58
TX,4,HARRIS COUNTY,101914,KATY ISD,TRADITIONAL ISD/CSD,"GREGORSKI, KENNETH","$396,030.00","$396,030.00",96111,1
TX,11,DENTON COUNTY,61911,NORTHWEST ISD,TRADITIONAL ISD/CSD,"FOUST, MARK JACOB","$390,229.00","$390,229.00",32098,1
TX,4,HARRIS COUNTY,101912,HOUSTON ISD,TRADITIONAL ISD/CSD,"MILES, FLOYD MIKE","$380,000.00","$380,000.00",176727,1
TX,2,NUECES COUNTY,178904,CORPUS CHRISTI ISD,TRADITIONAL ISD/CSD,"HERNANDEZ, JUSTO ROLANDO","$375,039.00","$375,039.00",33103,1
TX,1,CAMERON COUNTY,31901,BROWNSVILLE ISD,TRADITIONAL ISD/CSD,"CHAVEZ, JESUS H","$375,000.00","$375,000.00",36140,1
TX,10,DALLAS COUNTY,57905,DALLAS ISD,TRADITIONAL ISD/CSD,"ELIZALDE, STEPHANIE SUZANNE","$375,000.00","$375,000.00",139802,1
TX,1,HIDALGO COUNTY,108904,EDINBURG CISD,TRADITIONAL ISD/CSD,"SALINAS, MARIO","$374,627.00","$374,627.00",33343,1
TX,4,HARRIS COUNTY,101917,PASADENA ISD,TRADITIONAL ISD/CSD,"POWELL, ELLEN DEEANN","$367,812.00","$367,812.00",46491,1
TX,3,MATAGORDA COUNTY,158901,BAY CITY ISD,TRADITIONAL ISD/CSD,"MCHAZLETT, DWIGHT HENRY","$367,497.00","$367,497.00",3473,1
TX,6,MONTGOMERY COUNTY,170902,CONROE ISD,TRADITIONAL ISD/CSD,"NULL, CURTIS F","$365,881.00","$365,881.00",72914,1
TX,11,TARRANT COUNTY,220908,MANSFIELD ISD,TRADITIONAL ISD/CSD,"CANTU, KIMBERLEY MORGAN","$365,315.00","$365,315.00",35354,1
TX,4,FORT BEND COUNTY,79901,LAMAR CISD,TRADITIONAL ISD/CSD,"NIVENS, ROOSEVELT CURTIS","$364,971.00","$364,971.00",46786,1
TX,13,HAYS COUNTY,105906,HAYS CISD,TRADITIONAL ISD/CSD,"WRIGHT, ERIC K","$364,000.00","$364,000.00",24330,1
TX,1,HIDALGO COUNTY,108913,WESLACO ISD,TRADITIONAL ISD/CSD,"RIVERA, JOSE RICARDO","$363,669.00","$363,669.00",16300,1
TX,13,TRAVIS COUNTY,227901,AUSTIN ISD,TRADITIONAL ISD/CSD,"SEGURA, MATIAS CASTRO","$362,250.00","$362,250.00",72272,1
TX,1,HIDALGO COUNTY,108912,LA JOYA ISD,TRADITIONAL ISD/CSD,"SORENSEN, MARCEY ARLENE","$360,487.00","$360,487.00",22942,1
TX,10,COLLIN COUNTY,43905,FRISCO ISD,TRADITIONAL ISD/CSD,"WALDRIP, MIKE R","$359,676.00","$359,676.00",65289,1
TX,11,TARRANT COUNTY,220902,BIRDVILLE ISD,TRADITIONAL ISD/CSD,"STINSON, SELENA GAYLE","$357,322.00","$357,322.00",22267,1
TX,13,WILLIAMSON COUNTY,246913,LEANDER ISD,TRADITIONAL ISD/CSD,"GEARING, BRUCE","$357,110.00","$357,110.00",42608,1
TX,20,BEXAR COUNTY,15915,NORTHSIDE ISD,TRADITIONAL ISD/CSD,"CRAFT, JOHN M","$357,000.00","$357,000.00",100208,1
TX,4,HARRIS COUNTY,101911,GOOSE CREEK CISD,TRADITIONAL ISD/CSD,"O'BRIEN, RANDAL KENT","$355,322.00","$355,322.00",24032,1
TX,11,TARRANT COUNTY,220906,GRAPEVINE-COLLEYVILLE ISD,TRADITIONAL ISD/CSD,"SCHNAUTZ, BRADLEY MICHAEL","$354,795.00","$354,795.00",13541,1
TX,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,"GOFFNEY, LATONYA MCGOWEN","$352,821.00","$352,821.00",56419,1
TX,10,DALLAS COUNTY,57907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,"GOREE, THEODIS L","$350,000.00","$350,000.00",11562,1
TX,10,DALLAS COUNTY,57911,HIGHLAND PARK ISD,TRADITIONAL ISD/CSD,"ROCKWOOD, MICHAEL KENNETH","$350,000.00","$350,000.00",6350,1
TX,10,COLLIN COUNTY,43912,PROSPER ISD,TRADITIONAL ISD/CSD,"FERGUSON, HOLLY J","$350,000.00","$350,000.00",31651,1
TX,13,WILLIAMSON COUNTY,246909,ROUND ROCK ISD,TRADITIONAL ISD/CSD,"AZAIEZ, HAFEDH","$350,000.00","$350,000.00",46954,1
TX,4,HARRIS COUNTY,101920,SPRING BRANCH ISD,TRADITIONAL ISD/CSD,"BLAINE, JENNIFER STARK","$349,066.00","$349,066.00",32668,1
TX,4,HARRIS COUNTY,101913,HUMBLE ISD,TRADITIONAL ISD/CSD,"CELANIA-FAGEN, ELIZABETH A","$348,919.00","$348,919.00",48502,1
TX,10,DALLAS COUNTY,57916,RICHARDSON ISD,TRADITIONAL ISD/CSD,"BRANUM, TABITHA D","$348,626.00","$348,626.00",36971,1
TX,10,DALLAS COUNTY,57912,IRVING ISD,TRADITIONAL ISD/CSD,"HERNANDEZ, MAGDA A","$348,342.00","$348,342.00",30767,1
TX,13,TRAVIS COUNTY,227904,PFLUGERVILLE ISD,TRADITIONAL ISD/CSD,"SHEPHERD, QUINTIN","$345,225.00","$345,225.00",25477,1
TX,10,DALLAS COUNTY,57914,MESQUITE ISD,TRADITIONAL ISD/CSD,"RIVERA, ANGEL LUIS","$345,000.00","$345,000.00",37930,1
TX,10,COLLIN COUNTY,43910,PLANO ISD,TRADITIONAL ISD/CSD,"WILLIAMS, THERESA NOLAN","$344,791.00","$344,791.00",46612,1
TX,7,SMITH COUNTY,212905,TYLER ISD,TRADITIONAL ISD/CSD,"CRAWFORD, MARTY LANE","$343,575.00","$343,575.00",18708,1
TX,11,PARKER COUNTY,184903,WEATHERFORD ISD,TRADITIONAL ISD/CSD,"REES, REAGAN CARTER","$342,700.00","$342,700.00",8023,1
TX,20,BEXAR COUNTY,15907,SAN ANTONIO ISD,TRADITIONAL ISD/CSD,"AQUINO, JAIME RAMON","$340,867.00","$340,867.00",44047,1
TX,4,WALLER COUNTY,237904,WALLER ISD,TRADITIONAL ISD/CSD,"MORAN, KEVIN GEORGE","$340,000.00","$340,000.00",9905,1
TX,4,HARRIS COUNTY,101916,LA PORTE ISD,TRADITIONAL ISD/CSD,"JACKSON, WALTER GERALD","$337,797.00","$337,797.00",7099,1
TX,4,BRAZORIA COUNTY,20905,BRAZOSPORT ISD,TRADITIONAL ISD/CSD,"MASSEY, DANNY L","$337,140.00","$337,140.00",11169,1
TX,11,TARRANT COUNTY,220901,ARLINGTON ISD,TRADITIONAL ISD/CSD,"SMITH, MATTHEW LAYTON","$335,002.00","$335,002.00",53339,1
TX,4,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,"MOORE, JOHN C","$335,000.00","$335,000.00",20862,1
TX,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,"NELSON, CAROL L","$334,750.00","$334,750.00",30038,1
TX,12,BELL COUNTY,14906,KILLEEN ISD,TRADITIONAL ISD/CSD,"FEY, JO ANN MARIE","$334,750.00","$334,750.00",42883,1
TX,11,DENTON COUNTY,61902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,"RAPP, LORI D","$334,750.00","$334,750.00",47876,1
TX,20,COMAL COUNTY,46902,COMAL ISD,TRADITIONAL ISD/CSD,"CHAPMAN, JOHN E","$334,184.00","$334,184.00",29839,1
TX,20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,"BASHARA, DANA MARIE","$331,000.00","$331,000.00",4749,1
TX,4,GALVESTON COUNTY,84910,CLEAR CREEK ISD,TRADITIONAL ISD/CSD,"ENGLE, KAREN S","$327,792.00","$327,792.00",39684,1
TX,4,FORT BEND COUNTY,79910,STAFFORD MSD,TRADITIONAL ISD/CSD,"BOSTIC, ROBERT ELBERT","$327,113.00","$327,113.00",3492,1
TX,11,JOHNSON COUNTY,126902,BURLESON ISD,TRADITIONAL ISD/CSD,"JIMERSON, BRET","$326,718.00","$326,718.00",12759,1
TX,10,KAUFMAN COUNTY,129902,FORNEY ISD,TRADITIONAL ISD/CSD,"TERRY, JUSTIN W","$326,404.00","$326,404.00",18565,1
TX,15,TOM GREEN COUNTY,226903,SAN ANGELO ISD,TRADITIONAL ISD/CSD,"MORAN, CHRISTOPHER ALLAN","$325,703.00","$325,703.00",13004,1
TX,1,CAMERON COUNTY,31906,LOS FRESNOS CISD,TRADITIONAL ISD/CSD,"SALAZAR, GONZALO","$325,372.00","$325,372.00",10357,1
TX,18,MIDLAND COUNTY,165901,MIDLAND ISD,TRADITIONAL ISD/CSD,"HOWARD, STEPHANIE D","$325,000.00","$325,000.00",29651,1
TX,20,BEXAR COUNTY,15905,EDGEWOOD ISD,TRADITIONAL ISD/CSD,"HERNANDEZ, EDUARDO","$323,270.00","$323,270.00",7849,1
TX,6,MONTGOMERY COUNTY,170908,NEW CANEY ISD,TRADITIONAL ISD/CSD,"CALVERT, MATTHEW SCOTT","$322,765.00","$322,765.00",19420,1
TX,1,HIDALGO COUNTY,108902,DONNA ISD,TRADITIONAL ISD/CSD,"DOMINGUEZ, ANGELA DENISE","$322,026.00","$322,026.00",12937,1
TX,10,DALLAS COUNTY,57913,LANCASTER ISD,TRADITIONAL ISD/CSD,"PERERA, AGNELLA KATRISE","$321,119.00","$321,119.00",6822,1
TX,12,MCLENNAN COUNTY,161906,LA VEGA ISD,TRADITIONAL ISD/CSD,"SHIELDS, SHARON MARIE","$320,438.00","$320,438.00",3093,1
TX,10,DALLAS COUNTY,57903,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,"ELDREDGE, WENDY PAIGE","$320,353.00","$320,353.00",24165,1
TX,6,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,"BULLOCK, ROBERT JASON","$320,088.00","$320,088.00",14916,1
TX,19,EL PASO COUNTY,71902,EL PASO ISD,TRADITIONAL ISD/CSD,"SAYAVEDRA, DIANA ISABEL","$320,000.00","$320,000.00",48118,1
TX,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,"BULLOCK, ROBIN NICOLE","$318,341.00","$318,341.00",20838,1
TX,6,WALKER COUNTY,236902,HUNTSVILLE ISD,TRADITIONAL ISD/CSD,"SHEPPARD, LARRY SCOTT","$318,140.00","$318,140.00",10960,1
TX,10,DALLAS COUNTY,57910,GRAND PRAIRIE ISD,TRADITIONAL ISD/CSD,"ARREDONDO, JORGE LUIS","$317,000.00","$317,000.00",26129,1
TX,20,BEXAR COUNTY,15911,EAST CENTRAL ISD,TRADITIONAL ISD/CSD,"TOSCANO, ROLANDO","$316,181.00","$316,181.00",11497,1
TX,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,"MAYS, ANTHONY TYWAUN","$314,150.00","$314,150.00",38610,1
TX,19,EL PASO COUNTY,71901,CLINT ISD,TRADITIONAL ISD/CSD,"MARTINEZ, JUAN I","$312,951.00","$312,951.00",10077,1
TX,1,HIDALGO COUNTY,108908,MISSION CISD,TRADITIONAL ISD/CSD,"VALDEZ, CRISELDA CANTU","$301,696.00","$311,702.00",13765,0.97
TX,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,"BOHN, SUSAN KOLAR","$311,291.00","$311,291.00",8430,1
TX,1,HIDALGO COUNTY,108909,PHARR-SAN JUAN-ALAMO ISD,TRADITIONAL ISD/CSD,"ELIAS, ALEJANDRO R","$310,000.00","$310,000.00",29613,1
TX,11,DENTON COUNTY,61912,LAKE DALLAS ISD,TRADITIONAL ISD/CSD,"BROWN, KRISTIN NICOLE","$309,427.00","$309,427.00",3717,1
TX,20,BEXAR COUNTY,15910,NORTH EAST ISD,TRADITIONAL ISD/CSD,"MAIKA, SEAN A","$309,186.00","$309,186.00",56420,1
TX,10,COLLIN COUNTY,43914,WYLIE ISD,TRADITIONAL ISD/CSD,"VINSON, DAVID L","$309,090.00","$309,090.00",19401,1
TX,4,HARRIS COUNTY,101925,HUFFMAN ISD,TRADITIONAL ISD/CSD,"SOILEAU, CHRISTOPHER BENTON","$308,682.00","$308,682.00",3646,1
TX,20,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,"MIJARES, SAMUEL","$307,484.00","$307,484.00",13820,1
TX,10,COLLIN COUNTY,43907,MCKINNEY ISD,TRADITIONAL ISD/CSD,"PRATT, SHAWN CHRISTOPHER","$305,000.00","$305,000.00",23296,1
TX,11,TARRANT COUNTY,220916,HURST-EULESS-BEDFORD ISD,TRADITIONAL ISD/CSD,"HARRINGTON, JOSEPH D","$302,940.00","$302,940.00",23262,1
TX,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,"LOOMIS, DOUGLAS D","$161,782.00","$300,654.00",29321,0.54
TX,13,BASTROP COUNTY,11901,BASTROP ISD,TRADITIONAL ISD/CSD,"EDWARDS, BARRON ARMSTRONG","$300,506.00","$300,506.00",13370,1
TX,14,TAYLOR COUNTY,221901,ABILENE ISD,TRADITIONAL ISD/CSD,"KUHN, JOHN","$300,000.00","$300,000.00",14536,1
TX,1,HIDALGO COUNTY,108906,MCALLEN ISD,TRADITIONAL ISD/CSD,"GUTIERREZ, RENE","$300,000.00","$300,000.00",19890,1
TX,13,TRAVIS COUNTY,227909,EANES ISD,TRADITIONAL ISD/CSD,"ARNETT, JEFFREY S","$299,880.00","$299,880.00",7604,1
TX,11,DENTON COUNTY,61901,DENTON ISD,TRADITIONAL ISD/CSD,"O'BARA, SUSANNAH HOLBERT","$299,869.00","$299,869.00",33329,1
TX,10,DALLAS COUNTY,57904,CEDAR HILL ISD,TRADITIONAL ISD/CSD,"HUDSON, GERALD BENARD","$298,700.00","$298,700.00",6253,1
TX,20,KERR COUNTY,133903,KERRVILLE ISD,TRADITIONAL ISD/CSD,"RINGO, BRENT J","$298,336.00","$298,336.00",4600,1
TX,4,HARRIS COUNTY,101919,SPRING ISD,TRADITIONAL ISD/CSD,"HINOJOSA, LUPITA","$295,800.00","$295,800.00",33590,1
TX,11,DENTON COUNTY,61910,ARGYLE ISD,TRADITIONAL ISD/CSD,"CARPENTER, COURTNEY CH'NAE","$295,500.00","$295,500.00",6166,1
TX,10,ROCKWALL COUNTY,199901,ROCKWALL ISD,TRADITIONAL ISD/CSD,"VILLARREAL, JOHN E","$293,760.00","$293,760.00",19235,1
TX,10,KAUFMAN COUNTY,129906,TERRELL ISD,TRADITIONAL ISD/CSD,"WARNOCK, TERESA GEORGEANNE","$293,480.00","$293,480.00",5283,1
TX,17,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,"ROLLO, KATHRYN RENE","$292,850.00","$292,850.00",24133,1
TX,5,CHAMBERS COUNTY,36903,EAST CHAMBERS ISD,TRADITIONAL ISD/CSD,"CAMPBELL, JEFFERY SCOTT","$291,911.00","$291,911.00",1562,1
TX,4,HARRIS COUNTY,101908,DEER PARK ISD,TRADITIONAL ISD/CSD,"HARRELL, STEPHEN DAVID","$290,000.00","$290,000.00",12165,1
TX,11,TARRANT COUNTY,220904,EVERMAN ISD,TRADITIONAL ISD/CSD,"DONALDSON, FELICIA TWALON","$290,000.00","$290,000.00",5018,1
TX,1,WEBB COUNTY,240903,UNITED ISD,TRADITIONAL ISD/CSD,"CRUZ, GERARDO G","$289,965.00","$289,965.00",40742,1
TX,10,DALLAS COUNTY,57922,COPPELL ISD,TRADITIONAL ISD/CSD,"HUNT, BRADLEY A","$289,764.00","$289,764.00",13233,1
TX,6,MONTGOMERY COUNTY,170907,SPLENDORA ISD,TRADITIONAL ISD/CSD,"BURKE, JEFFREY SLADE","$288,798.00","$288,798.00",5687,1
TX,20,GUADALUPE COUNTY,94901,SEGUIN ISD,TRADITIONAL ISD/CSD,"VIJIL, VERONICA","$287,047.00","$287,047.00",7290,1
TX,6,BRAZOS COUNTY,21901,COLLEGE STATION ISD,TRADITIONAL ISD/CSD,"HARKRIDER, TIM","$285,926.00","$285,926.00",14314,1
TX,20,GUADALUPE COUNTY,94902,SCHERTZ-CIBOLO-U CITY ISD,TRADITIONAL ISD/CSD,"MELONI, PAIGE ANNETTE","$285,850.00","$285,850.00",14947,1
TX,10,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,"MARSHALL, RUSSELL DEAN","$285,000.00","$285,000.00",4118,1
TX,10,COLLIN COUNTY,43908,MELISSA ISD,TRADITIONAL ISD/CSD,"MURPHY, KEITH E","$285,000.00","$285,000.00",7735,1
TX,20,BEXAR COUNTY,15904,HARLANDALE ISD,TRADITIONAL ISD/CSD,"SOTO, GERARDO","$283,749.00","$283,749.00",11546,1
TX,18,PECOS COUNTY,186902,FORT STOCKTON ISD,TRADITIONAL ISD/CSD,"ZAMORA, GABRIEL","$283,550.00","$283,550.00",13480,1
TX,11,TARRANT COUNTY,220915,AZLE ISD,TRADITIONAL ISD/CSD,"SMITH, TODD A","$283,250.00","$283,250.00",7304,1
TX,12,BELL COUNTY,14909,TEMPLE ISD,TRADITIONAL ISD/CSD,"OTT, ROBERT C","$282,800.00","$282,800.00",8764,1
TX,11,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,"LAMB, MICHAEL SCOTT","$282,015.00","$282,015.00",8036,1
TX,7,SMITH COUNTY,212903,LINDALE ISD,TRADITIONAL ISD/CSD,"SURRATT, STAN M","$281,943.00","$281,943.00",4606,1
TX,20,BEXAR COUNTY,15908,SOUTH SAN ANTONIO ISD,TRADITIONAL ISD/CSD,"YZAGUIRRE, HENRY","$280,800.00","$280,800.00",7468,1
TX,4,BRAZORIA COUNTY,20908,PEARLAND ISD,TRADITIONAL ISD/CSD,"BERGER, LARRY R","$280,000.00","$280,000.00",20862,1
TX,20,BEXAR COUNTY,15912,SOUTHWEST ISD,TRADITIONAL ISD/CSD,"BALL, JEANETTE","$278,730.00","$278,730.00",14833,1
TX,20,BEXAR COUNTY,15917,SOUTHSIDE ISD,TRADITIONAL ISD/CSD,"RAMIREZ, ROLANDO M","$278,204.00","$278,204.00",6091,1
TX,1,CAMERON COUNTY,31916,SOUTH TEXAS ISD,TRADITIONAL ISD/CSD,"LARA, MARCO ANTONIO","$278,200.00","$278,200.00",4639,1
TX,11,TARRANT COUNTY,220920,WHITE SETTLEMENT ISD,TRADITIONAL ISD/CSD,"MOLINAR, FRANK","$275,862.00","$275,862.00",6831,1
TX,10,COLLIN COUNTY,43918,COMMUNITY ISD,TRADITIONAL ISD/CSD,"KNOWLTON, TONYA KAY","$275,783.00","$275,783.00",5271,1
TX,9,WICHITA COUNTY,243905,WICHITA FALLS ISD,TRADITIONAL ISD/CSD,"LEE, DONALD RAY","$275,742.00","$275,742.00",12644,1
TX,11,TARRANT COUNTY,220907,KELLER ISD,TRADITIONAL ISD/CSD,"JOHNSON, TRACY LOU","$275,000.00","$275,000.00",32042,1
TX,1,WEBB COUNTY,240901,LAREDO ISD,TRADITIONAL ISD/CSD,"RIOS, SYLVIA G","$275,000.00","$275,000.00",20271,1
TX,7,GREGG COUNTY,92903,LONGVIEW ISD,TRADITIONAL ISD/CSD,"SHEPPARD, MARLA J","$275,000.00","$275,000.00",8138,1
TX,4,HARRIS COUNTY,101905,CHANNELVIEW ISD,TRADITIONAL ISD/CSD,"HILL, TORY C","$274,431.00","$274,431.00",9335,1
TX,10,ELLIS COUNTY,70911,RED OAK ISD,TRADITIONAL ISD/CSD,"SANFORD, BRENDA SUE","$272,250.00","$272,250.00",6696,1
TX,11,TARRANT COUNTY,220905,FORT WORTH ISD,TRADITIONAL ISD/CSD,"MOLINAR, KAREN C","$270,066.00","$270,066.00",70405,1
TX,13,CALDWELL COUNTY,28902,LOCKHART ISD,TRADITIONAL ISD/CSD,"ESTRADA, MARGARITO","$269,273.00","$269,273.00",6753,1
TX,8,BOWIE COUNTY,19907,TEXARKANA ISD,TRADITIONAL ISD/CSD,"BRUBAKER, DOUGLAS DANIEL","$268,510.00","$268,510.00",7269,1
TX,12,MCLENNAN COUNTY,161903,MIDWAY ISD,TRADITIONAL ISD/CSD,"ALLEN, CHRISTOPHER S","$267,650.00","$267,650.00",8824,1
TX,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,"CARDONA, MICHAEL A","$267,344.00","$267,344.00",8222,1
TX,5,JEFFERSON COUNTY,123910,BEAUMONT ISD,TRADITIONAL ISD/CSD,"ALLEN, SHANNON D","$266,702.00","$266,702.00",16336,1
TX,15,TOM GREEN COUNTY,226901,CHRISTOVAL ISD,TRADITIONAL ISD/CSD,"ASKINS, CLINTON CHARLES","$265,226.00","$265,226.00",617,1
TX,13,WILLIAMSON COUNTY,246908,LIBERTY HILL ISD,TRADITIONAL ISD/CSD,"SNELL, STEVEN E","$265,210.00","$265,210.00",9836,1
TX,4,LIBERTY COUNTY,146901,CLEVELAND ISD,TRADITIONAL ISD/CSD,"MCCANLESS, STEPHEN W","$265,000.00","$265,000.00",12513,1
TX,2,SAN PATRICIO COUNTY,205902,GREGORY-PORTLAND ISD,TRADITIONAL ISD/CSD,"CAVAZOS, MICHELLE MARIE","$265,000.00","$265,000.00",5024,1
TX,20,BEXAR COUNTY,15916,JUDSON ISD,TRADITIONAL ISD/CSD,"FIELDS, MILTON","$265,000.00","$265,000.00",23539,1
TX,20,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,"ARTERBURY, LAURELYN HUNTER","$264,971.00","$264,971.00",9893,1
TX,1,WILLACY COUNTY,245903,RAYMONDVILLE ISD,TRADITIONAL ISD/CSD,"ROANE, STETSON EUGENE","$264,960.00","$264,960.00",1963,1
TX,11,TARRANT COUNTY,220919,CARROLL ISD,TRADITIONAL ISD/CSD,"GLENN, JEREMY","$258,850.00","$264,511.00",8105,0.98
TX,12,BELL COUNTY,14903,BELTON ISD,TRADITIONAL ISD/CSD,"GOLDEN, MALINDA ANN","$262,640.00","$262,640.00",13697,1
TX,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,"FRENCH, MICHEAL LEON","$262,500.00","$262,500.00",2397,1
TX,13,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,"MORRIS-KUENTZ, HOLLY ELIZABETH","$262,444.00","$262,444.00",8712,1
TX,16,RANDALL COUNTY,191901,CANYON ISD,TRADITIONAL ISD/CSD,"FLUSCHE, DARRYL GLEN","$262,388.00","$262,388.00",11565,1
TX,17,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,"MCCORD, JERRI M","$261,954.00","$261,954.00",11770,1
TX,4,FORT BEND COUNTY,79906,NEEDVILLE ISD,TRADITIONAL ISD/CSD,"RHODES, CURTIS WAYNE","$261,283.00","$261,283.00",3650,1
TX,4,HARRIS COUNTY,101924,SHELDON ISD,TRADITIONAL ISD/CSD,"MCCALL, DEMETRIUS","$260,000.00","$260,000.00",10946,1
TX,12,FALLS COUNTY,73903,MARLIN ISD,TRADITIONAL ISD/CSD,"HENSON, DARRYL JAROD","$258,500.00","$258,500.00",843,1
TX,6,BRAZOS COUNTY,21902,BRYAN ISD,TRADITIONAL ISD/CSD,"CARRABINE, GINGER A","$257,482.00","$257,482.00",16044,1
TX,4,GALVESTON COUNTY,84901,DICKINSON ISD,TRADITIONAL ISD/CSD,"BROWN, REBECCA HOA-DUONG","$255,001.00","$255,001.00",12554,1
TX,10,ELLIS COUNTY,70903,ENNIS ISD,TRADITIONAL ISD/CSD,"TULLOS, JAY H","$255,000.00","$255,000.00",6646,1
TX,10,HUNT COUNTY,116901,CADDO MILLS ISD,TRADITIONAL ISD/CSD,"ALLISON, HARRY L","$254,576.00","$254,576.00",3073,1
TX,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,"MADRIGAL, HECTOR","$253,836.00","$253,836.00",3010,1
TX,11,JOHNSON COUNTY,126911,GODLEY ISD,TRADITIONAL ISD/CSD,"DEAR, CHRISTOPHER RICH","$253,448.00","$253,448.00",3195,1
TX,13,WILLIAMSON COUNTY,246904,GEORGETOWN ISD,TRADITIONAL ISD/CSD,"PADAVIL, DEVIN C","$251,659.00","$251,659.00",13881,1
TX,18,ANDREWS COUNTY,2901,ANDREWS ISD,TRADITIONAL ISD/CSD,"AZAM, JOHN ROBERT","$250,048.00","$250,048.00",4209,1
TX,13,TRAVIS COUNTY,227907,MANOR ISD,TRADITIONAL ISD/CSD,"SORMANI, ROBERT E","$250,000.00","$250,000.00",9961,1
TX,20,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,"CALOSS, SCOTT","$250,000.00","$250,000.00",9638,1
TX,10,KAUFMAN COUNTY,129901,CRANDALL ISD,TRADITIONAL ISD/CSD,"MURRY, ANJANETTE","$249,999.00","$249,999.00",6922,1
TX,5,JEFFERSON COUNTY,123907,PORT ARTHUR ISD,TRADITIONAL ISD/CSD,"PORTERIE, MARK L","$249,738.00","$249,738.00",8041,1
TX,17,GAINES COUNTY,83903,SEMINOLE ISD,TRADITIONAL ISD/CSD,"LYNCH, STEVEN KYLE","$249,308.00","$249,308.00",3089,1
TX,10,GRAYSON COUNTY,91908,VAN ALSTYNE ISD,TRADITIONAL ISD/CSD,"BROWN, DAVID LINDSEY","$249,000.00","$249,000.00",2612,1
TX,7,SMITH COUNTY,212906,WHITEHOUSE ISD,TRADITIONAL ISD/CSD,"WHITTLE, CASEY RICHARD","$247,203.00","$247,203.00",4676,1
TX,1,HIDALGO COUNTY,108905,HIDALGO ISD,TRADITIONAL ISD/CSD,"SALINAS, XAVIER","$247,047.00","$247,047.00",2918,1
TX,10,DALLAS COUNTY,57906,DESOTO ISD,TRADITIONAL ISD/CSD,"MUHAMMAD RODGERS, USAMAH K","$245,000.00","$245,000.00",5708,1
TX,10,ELLIS COUNTY,70908,MIDLOTHIAN ISD,TRADITIONAL ISD/CSD,"BELDING, DAVID B","$245,000.00","$245,000.00",11356,1
TX,10,HUNT COUNTY,116908,QUINLAN ISD,TRADITIONAL ISD/CSD,"IRVIN, JEFFERY SCOTT","$244,379.00","$244,379.00",2936,1
TX,13,TRAVIS COUNTY,227910,DEL VALLE ISD,TRADITIONAL ISD/CSD,"GUTIERREZ, MATTHEW AARON","$208,848.00","$244,095.00",11715,0.86
TX,6,MONTGOMERY COUNTY,170904,WILLIS ISD,TRADITIONAL ISD/CSD,"JAMES, KIMBERLEY DONALDSON","$243,906.00","$243,906.00",9313,1
TX,11,COOKE COUNTY,49901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,"STEWART, DESMONTES","$243,264.00","$243,264.00",3111,1
TX,4,GALVESTON COUNTY,84906,TEXAS CITY ISD,TRADITIONAL ISD/CSD,"MACHESKA-DUARTE, MELISSA C","$243,110.00","$243,110.00",7711,1
TX,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,"STEINBRUCK, CHRISTOPHER RUSSELL","$242,872.00","$242,872.00",5559,1
TX,10,ROCKWALL COUNTY,199902,ROYSE CITY ISD,TRADITIONAL ISD/CSD,"ANDERSON, AMY RUTH","$242,500.00","$242,500.00",10034,1
TX,7,SMITH COUNTY,212909,CHAPEL HILL ISD,TRADITIONAL ISD/CSD,"DEAN, DEAVERON LAMOND","$242,401.00","$242,401.00",3072,1
