State,Region,County,District,District Name,Charter Status,Superintendent,Base Pay,FTE Salary,Enrollment,FTE
TX,7,PANOLA COUNTY,183902,CARTHAGE ISD,TRADITIONAL ISD/CSD,"BITTER, MICHAEL JARROD","$242,330.00","$242,330.00",2637,1
TX,7,HARRISON COUNTY,102902,MARSHALL ISD,TRADITIONAL ISD/CSD,"LANGLEY, RICHELE","$240,000.00","$240,000.00",4957,1
TX,7,NACOGDOCHES COUNTY,174904,NACOGDOCHES ISD,TRADITIONAL ISD/CSD,"TRUJILLO, GABRIEL ALEX","$239,580.00","$239,580.00",5766,1
TX,20,BEXAR COUNTY,15906,RANDOLPH FIELD ISD,TRADITIONAL ISD/CSD,"HOLT, BRIAN LOFTIN","$238,760.00","$238,760.00",1427,1
TX,10,KAUFMAN COUNTY,129903,KAUFMAN ISD,TRADITIONAL ISD/CSD,"GARCIA, JOSHUA","$238,500.00","$238,500.00",4356,1
TX,10,COLLIN COUNTY,43902,ANNA ISD,TRADITIONAL ISD/CSD,"COMEAUX, MICHAEL SHANE","$237,902.00","$237,902.00",6038,1
TX,7,ANGELINA COUNTY,3903,LUFKIN ISD,TRADITIONAL ISD/CSD,"HOCKENBERRY, JAMES E","$237,895.00","$237,895.00",6865,1
TX,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,"TREVINO, ANYSIA ROXANA","$237,000.00","$237,000.00",4297,1
TX,1,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,TRADITIONAL ISD/CSD,"BENAVIDES, ALDA T","$235,000.00","$235,000.00",4349,1
TX,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,"RIOS, CARLOS HUMBERTO","$233,036.00","$233,036.00",9767,1
TX,7,HENDERSON COUNTY,107904,CROSS ROADS ISD,TRADITIONAL ISD/CSD,"TEDDER, RICHARD ALLAN","$116,395.00","$232,790.00",558,0.5
TX,4,HARRIS COUNTY,101906,CROSBY ISD,TRADITIONAL ISD/CSD,"PATTERSON, PAULA NANETTE","$231,767.00","$231,767.00",7046,1
TX,20,KENDALL COUNTY,130901,BOERNE ISD,TRADITIONAL ISD/CSD,"CRAFT, KRISTIN FOX","$230,735.00","$230,735.00",11101,1
TX,7,GREGG COUNTY,92904,PINE TREE ISD,TRADITIONAL ISD/CSD,"CLUGSTON, STEVEN WAYNE","$230,000.00","$230,000.00",4439,1
TX,1,HIDALGO COUNTY,108911,SHARYLAND ISD,TRADITIONAL ISD/CSD,"HOWARD, ELAINE RENEA","$230,000.00","$230,000.00",9844,1
TX,4,GALVESTON COUNTY,84902,GALVESTON ISD,TRADITIONAL ISD/CSD,"NEIGHBORS, MATTHEW WAYNE","$229,745.00","$229,745.00",6383,1
TX,7,VAN ZANDT COUNTY,234906,VAN ISD,TRADITIONAL ISD/CSD,"DUNN, DONALD L","$229,524.00","$229,524.00",2358,1
TX,6,WALKER COUNTY,236901,NEW WAVERLY ISD,TRADITIONAL ISD/CSD,"HAIL, DAROL W","$229,151.00","$229,151.00",1074,1
TX,13,GILLESPIE COUNTY,86901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,"RODRIGUEZ, JOSE ANGEL","$228,817.00","$228,817.00",3030,1
TX,5,JEFFERSON COUNTY,123908,PORT NECHES-GROVES ISD,TRADITIONAL ISD/CSD,"GONZALES, MIKE","$228,608.00","$228,608.00",5349,1
TX,6,GRIMES COUNTY,93904,NAVASOTA ISD,TRADITIONAL ISD/CSD,"MUSICK, STUART A","$228,483.00","$228,483.00",3117,1
TX,4,GALVESTON COUNTY,84911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,"ROHER, THAD","$228,360.00","$228,360.00",6194,1
TX,13,BURNET COUNTY,27904,MARBLE FALLS ISD,TRADITIONAL ISD/CSD,"GASAWAY, JEFFREY L","$228,321.00","$228,321.00",4001,1
TX,11,TARRANT COUNTY,220910,LAKE WORTH ISD,TRADITIONAL ISD/CSD,"HARGETT-NESHYBA, ROSE MARY","$227,502.00","$227,502.00",3249,1
TX,7,UPSHUR COUNTY,230902,GILMER ISD,TRADITIONAL ISD/CSD,"ALBRITTON, RICKEY D","$226,472.00","$226,472.00",2946,1
TX,4,GALVESTON COUNTY,84908,HITCHCOCK ISD,TRADITIONAL ISD/CSD,"EDWARDS, TRAVIS WAYNE","$225,750.00","$225,750.00",2012,1
TX,13,WILLIAMSON COUNTY,246907,JARRELL ISD,TRADITIONAL ISD/CSD,"HICKS, TONI MARIE","$225,333.00","$225,333.00",4157,1
TX,8,TITUS COUNTY,225902,MOUNT PLEASANT ISD,TRADITIONAL ISD/CSD,"MARSHALL, JUDD H","$225,000.00","$225,000.00",5153,1
TX,20,BEXAR COUNTY,15909,SOMERSET ISD,TRADITIONAL ISD/CSD,"MORENO, JOSE HUMBERTO","$225,000.00","$225,000.00",4259,1
TX,1,STARR COUNTY,214903,ROMA ISD,TRADITIONAL ISD/CSD,"GONZALEZ, CARLOS M","$224,643.00","$224,643.00",6019,1
TX,12,FREESTONE COUNTY,81906,DEW ISD,TRADITIONAL ISD/CSD,"REYNOLDS, RICHARD KENT","$60,000.00","$224,467.00",171,0.27
TX,12,LAMPASAS COUNTY,141901,LAMPASAS ISD,TRADITIONAL ISD/CSD,"RASCOE, CHANE DOUGLAS","$224,000.00","$224,000.00",3640,1
TX,6,POLK COUNTY,187907,LIVINGSTON ISD,TRADITIONAL ISD/CSD,"HAWKINS, BRENT EDWARD","$222,791.00","$222,791.00",4016,1
TX,10,COLLIN COUNTY,43911,PRINCETON ISD,TRADITIONAL ISD/CSD,"MCINTYRE, DONALD DEWAYNE","$222,151.00","$222,151.00",9956,1
TX,7,ANGELINA COUNTY,3902,HUDSON ISD,TRADITIONAL ISD/CSD,"WEBB, DONALD GLEN","$220,139.00","$220,139.00",2777,1
TX,10,COLLIN COUNTY,43919,LOVEJOY ISD,TRADITIONAL ISD/CSD,"KORDEL, KATIE M","$220,000.00","$220,000.00",4019,1
TX,10,GRAYSON COUNTY,91903,DENISON ISD,TRADITIONAL ISD/CSD,"KIRKBRIDE, DAVID","$219,980.00","$219,980.00",4977,1
TX,10,GRAYSON COUNTY,91906,SHERMAN ISD,TRADITIONAL ISD/CSD,"O'NEAL, THOMAS EDWARD","$219,292.00","$219,292.00",7788,1
TX,7,CHEROKEE COUNTY,37904,JACKSONVILLE ISD,TRADITIONAL ISD/CSD,"STEWART, BRADLEY NOLAN","$218,588.00","$218,588.00",4700,1
TX,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,"HUNTER, THOMAS E","$218,160.00","$218,160.00",2880,1
TX,16,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,"HYSINGER, MONTY JACK","$217,559.00","$217,559.00",4381,1
TX,10,DALLAS COUNTY,57910,GRAND PRAIRIE ISD,TRADITIONAL ISD/CSD,"RAY, TRACY C","$216,503.00","$216,503.00",26129,1
TX,2,BEE COUNTY,13901,BEEVILLE ISD,TRADITIONAL ISD/CSD,"FANNING, TRAVIS J","$216,360.00","$216,360.00",3033,1
TX,20,BEXAR COUNTY,15913,LACKLAND ISD,TRADITIONAL ISD/CSD,"ROPER, BURNIE LOUIS","$216,320.00","$216,320.00",1010,1
TX,7,RUSK COUNTY,201902,HENDERSON ISD,TRADITIONAL ISD/CSD,"DUNLAP, JAMES E","$216,260.00","$216,260.00",3245,1
TX,11,HOOD COUNTY,111901,GRANBURY ISD,TRADITIONAL ISD/CSD,"DIXON, JOSEPHINE ANN","$99,017.00","$215,301.00",7962,0.46
TX,20,BEXAR COUNTY,15914,FT SAM HOUSTON ISD,TRADITIONAL ISD/CSD,"BATES, GARY D","$215,000.00","$215,000.00",1617,1
TX,11,PALO PINTO COUNTY,182903,MINERAL WELLS ISD,TRADITIONAL ISD/CSD,"TARVER, DAVID PAUL","$215,000.00","$215,000.00",3303,1
TX,18,REEVES COUNTY,195901,PECOS-BARSTOW-TOYAH ISD,TRADITIONAL ISD/CSD,"JACO, BRENT HOLLAND","$214,225.00","$214,225.00",2919,1
TX,12,MCLENNAN COUNTY,161922,ROBINSON ISD,TRADITIONAL ISD/CSD,"HOPE, MICHAEL W","$213,397.00","$213,397.00",2378,1
TX,10,ELLIS COUNTY,70910,PALMER ISD,TRADITIONAL ISD/CSD,"NOACK, KEVIN L","$212,899.00","$212,899.00",1352,1
TX,7,HARRISON COUNTY,102904,HALLSVILLE ISD,TRADITIONAL ISD/CSD,"MARTIN, JOHN LEWIS","$212,100.00","$212,100.00",24602,1
TX,5,ORANGE COUNTY,181906,WEST ORANGE-COVE CISD,TRADITIONAL ISD/CSD,"HARRIS, RICKIE R","$211,548.00","$211,548.00",2592,1
TX,15,BROWN COUNTY,25902,BROWNWOOD ISD,TRADITIONAL ISD/CSD,"YOUNG, JOE FRED","$211,150.00","$211,150.00",3393,1
TX,13,WILLIAMSON COUNTY,246906,HUTTO ISD,TRADITIONAL ISD/CSD,"NEATHERLIN, JENIFER L","$210,933.00","$210,933.00",10688,1
TX,11,DENTON COUNTY,61905,KRUM ISD,TRADITIONAL ISD/CSD,"COCHRAN, JASON NEIL","$210,125.00","$210,125.00",2542,1
TX,18,MIDLAND COUNTY,165902,GREENWOOD ISD,TRADITIONAL ISD/CSD,"ELLIOTT, EDWARD ARIEL","$210,026.00","$210,026.00",3373,1
TX,5,ORANGE COUNTY,181901,BRIDGE CITY ISD,TRADITIONAL ISD/CSD,"KELLY, MICHAEL ANTHONY","$210,000.00","$210,000.00",3157,1
TX,11,JOHNSON COUNTY,126903,CLEBURNE ISD,TRADITIONAL ISD/CSD,"KIRKPATRICK, COBY","$210,000.00","$210,000.00",6877,1
TX,4,BRAZORIA COUNTY,20907,COLUMBIA-BRAZORIA ISD,TRADITIONAL ISD/CSD,"GALLOWAY, STEVEN S","$209,858.00","$209,858.00",2871,1
TX,11,TARRANT COUNTY,220917,CASTLEBERRY ISD,TRADITIONAL ISD/CSD,"SMITH, ANGELA RENEE","$209,242.00","$209,242.00",3851,1
TX,17,HALE COUNTY,95905,PLAINVIEW ISD,TRADITIONAL ISD/CSD,"SANCHEZ, HELIODORO T","$209,167.00","$209,167.00",4077,1
TX,6,SAN JACINTO COUNTY,204904,SHEPHERD ISD,TRADITIONAL ISD/CSD,"HEWITT, JASON MICHAEL","$208,606.00","$208,606.00",1968,1
TX,18,HOWARD COUNTY,114901,BIG SPRING ISD,TRADITIONAL ISD/CSD,"MCWILLIAMS, JAY ELLIOT","$208,000.00","$208,000.00",3376,1
TX,17,TERRY COUNTY,223901,BROWNFIELD ISD,TRADITIONAL ISD/CSD,"SMITH, CHRISTOPHER JAY","$208,000.00","$208,000.00",1608,1
TX,4,LIBERTY COUNTY,146902,DAYTON ISD,TRADITIONAL ISD/CSD,"JOHNSON, JESSICA ALLENE","$208,000.00","$208,000.00",5675,1
TX,11,JOHNSON COUNTY,126905,JOSHUA ISD,TRADITIONAL ISD/CSD,"HICKERSON, COREY NATHAN","$208,000.00","$208,000.00",6026,1
TX,9,WICHITA COUNTY,243901,BURKBURNETT ISD,TRADITIONAL ISD/CSD,"OWEN, GARY B","$207,753.00","$207,753.00",3213,1
TX,11,ERATH COUNTY,72903,STEPHENVILLE ISD,TRADITIONAL ISD/CSD,"CEDERSTROM, ERIC JOHN","$207,480.00","$207,480.00",3578,1
TX,19,EL PASO COUNTY,71907,CANUTILLO ISD,TRADITIONAL ISD/CSD,"GALAVIZ, PEDRO","$207,285.00","$207,285.00",5747,1
TX,7,NACOGDOCHES COUNTY,174902,CUSHING ISD,TRADITIONAL ISD/CSD,"ENOS, BRANDON TROY","$60,910.00","$207,106.00",558,0.29
TX,7,RUSK COUNTY,201910,TATUM ISD,TRADITIONAL ISD/CSD,"RICHARDSON, JERRY","$206,268.00","$206,268.00",1392,1
TX,20,UVALDE COUNTY,232903,UVALDE CISD,TRADITIONAL ISD/CSD,"CHOHLIS, ASHLEY REBECCA GUNN","$206,120.00","$206,120.00",4019,1
TX,12,BOSQUE COUNTY,18908,CRANFILLS GAP ISD,TRADITIONAL ISD/CSD,"PARCHMAN, MONTI M","$102,960.00","$205,920.00",116,0.5
TX,10,DALLAS COUNTY,57919,SUNNYVALE ISD,TRADITIONAL ISD/CSD,"KIMBALL, MATTHEW HAYS","$205,500.00","$205,500.00",2306,1
TX,13,TRAVIS COUNTY,227912,LAGO VISTA ISD,TRADITIONAL ISD/CSD,"WEBB, DARREN LOMAX","$204,364.00","$204,364.00",1887,1
TX,13,TRAVIS COUNTY,227910,DEL VALLE ISD,TRADITIONAL ISD/CSD,"TIELLE, ANNETTE MARIA","$120,189.00","$204,334.00",11715,0.59
TX,10,HUNT COUNTY,116905,GREENVILLE ISD,TRADITIONAL ISD/CSD,"LOPEZ, JOSE RAFAEL","$203,600.00","$203,600.00",5583,1
TX,2,KLEBERG COUNTY,137901,KINGSVILLE ISD,TRADITIONAL ISD/CSD,"PEREZ, CECILIA R","$202,077.00","$202,077.00",2534,1
TX,13,BASTROP COUNTY,11902,ELGIN ISD,TRADITIONAL ISD/CSD,"RUETER, JANA GRAVES","$201,572.00","$201,572.00",5959,1
TX,10,COLLIN COUNTY,43903,CELINA ISD,TRADITIONAL ISD/CSD,"MAGLISCEAU, THOMAS ALBERT","$200,976.00","$200,976.00",5324,1
TX,13,BURNET COUNTY,27903,BURNET CISD,TRADITIONAL ISD/CSD,"PENA, AARON J","$200,000.00","$200,000.00",3209,1
TX,10,VAN ZANDT COUNTY,234902,CANTON ISD,TRADITIONAL ISD/CSD,"NICHOLS, BRIAN ALLAN","$200,000.00","$200,000.00",2309,1
TX,8,BOWIE COUNTY,19912,PLEASANT GROVE ISD,TRADITIONAL ISD/CSD,"PIRTLE, RONALD CHAD","$199,783.00","$199,783.00",2366,1
TX,5,ORANGE COUNTY,181907,VIDOR ISD,TRADITIONAL ISD/CSD,"KILLGO, JAY C","$198,833.00","$198,833.00",4165,1
TX,11,TARRANT COUNTY,220918,EAGLE MT-SAGINAW ISD,TRADITIONAL ISD/CSD,"CHADWELL, JIMMIE F","$198,657.00","$198,657.00",23982,1
TX,13,CALDWELL COUNTY,28903,LULING ISD,TRADITIONAL ISD/CSD,"WARREN, ERIN LEONA","$198,600.00","$198,600.00",1443,1
TX,3,CALHOUN COUNTY,29901,CALHOUN COUNTY ISD,TRADITIONAL ISD/CSD,"CARDWELL, EVAN W","$198,450.00","$198,450.00",3514,1
TX,9,YOUNG COUNTY,252901,GRAHAM ISD,TRADITIONAL ISD/CSD,"CRUSE, SONNY G","$196,632.00","$196,632.00",2148,1
TX,14,SCURRY COUNTY,208902,SNYDER ISD,TRADITIONAL ISD/CSD,"RAUCH, ROBERT JOSEPH","$196,267.00","$196,267.00",2317,1
TX,12,NAVARRO COUNTY,175903,CORSICANA ISD,TRADITIONAL ISD/CSD,"HOWELL, STEPHANIE ANN","$196,000.00","$196,000.00",5998,1
TX,11,PARKER COUNTY,184902,SPRINGTOWN ISD,TRADITIONAL ISD/CSD,"STRICKLAND, ERIC SHANE","$196,000.00","$196,000.00",4188,1
TX,11,TARRANT COUNTY,220914,KENNEDALE ISD,TRADITIONAL ISD/CSD,"GEE, CHAD D","$195,764.00","$195,764.00",2754,1
TX,2,NUECES COUNTY,178912,TULOSO-MIDWAY ISD,TRADITIONAL ISD/CSD,"VANMATRE, STEPHEN BRENT","$195,300.00","$195,300.00",3671,1
TX,1,CAMERON COUNTY,31909,POINT ISABEL ISD,TRADITIONAL ISD/CSD,"ALARCON, THERESA A","$195,000.00","$195,000.00",1786,1
TX,13,WILLIAMSON COUNTY,246911,TAYLOR ISD,TRADITIONAL ISD/CSD,"GARCIA-EDWARDSEN, JENNIFER","$195,000.00","$195,000.00",2930,1
TX,7,HENDERSON COUNTY,107902,BROWNSBORO ISD,TRADITIONAL ISD/CSD,"HAMPTON, KERI NICOLE","$194,951.00","$194,951.00",2560,1
TX,5,ORANGE COUNTY,181908,LITTLE CYPRESS-MAURICEVILLE CISD,TRADITIONAL ISD/CSD,"BRISTER, STACEY S","$194,915.00","$194,915.00",3320,1
TX,20,KERR COUNTY,133904,INGRAM ISD,TRADITIONAL ISD/CSD,"TEMPLETON, BOBBY MADISON","$194,511.00","$194,511.00",1351,1
TX,12,FREESTONE COUNTY,81904,TEAGUE ISD,TRADITIONAL ISD/CSD,"SKINNER, CHRISTOPHER P","$194,044.00","$194,044.00",1212,1
TX,13,LLANO COUNTY,150901,LLANO ISD,TRADITIONAL ISD/CSD,"EDWARDS, LINDSAY MCHAN","$193,723.00","$193,723.00",1968,1
TX,7,SMITH COUNTY,212902,BULLARD ISD,TRADITIONAL ISD/CSD,"LEE, JACK D","$193,600.00","$193,600.00",2921,1
TX,2,NUECES COUNTY,178902,BISHOP CISD,TRADITIONAL ISD/CSD,"GUTIERREZ, CHRISTINA ISABEL","$193,475.00","$193,475.00",1463,1
TX,7,GREGG COUNTY,92902,KILGORE ISD,TRADITIONAL ISD/CSD,"BAKER, EMMETT A","$193,386.00","$193,386.00",3660,1
TX,3,WHARTON COUNTY,241903,EL CAMPO ISD,TRADITIONAL ISD/CSD,"CALLAGHAN, ROBERT PAUL","$193,085.00","$193,085.00",3279,1
TX,17,BAILEY COUNTY,9901,MULESHOE ISD,TRADITIONAL ISD/CSD,"RICHARDS, RICHE LEE","$191,945.00","$191,945.00",1330,1
TX,17,HOCKLEY COUNTY,110902,LEVELLAND ISD,TRADITIONAL ISD/CSD,"MCCUTCHEN, REBECCA NELL","$191,827.00","$191,827.00",2575,1
TX,18,HOWARD COUNTY,114902,COAHOMA ISD,TRADITIONAL ISD/CSD,"COX, BRAD W","$191,779.00","$191,779.00",1084,1
TX,5,JEFFERSON COUNTY,123905,NEDERLAND ISD,TRADITIONAL ISD/CSD,"KIESCHNICK, STUART B","$191,209.00","$191,209.00",5317,1
TX,6,AUSTIN COUNTY,8902,SEALY ISD,TRADITIONAL ISD/CSD,"HALLMARK, BRYAN SCOTT","$191,000.00","$191,000.00",3109,1
TX,12,BELL COUNTY,14908,SALADO ISD,TRADITIONAL ISD/CSD,"NOVOTNY, MICHAEL THOMAS","$190,857.00","$190,857.00",2429,1
TX,2,SAN PATRICIO COUNTY,205907,TAFT ISD,TRADITIONAL ISD/CSD,"GARZA, IRENE M","$190,419.00","$190,419.00",812,1
TX,5,HARDIN COUNTY,100905,HARDIN-JEFFERSON ISD,TRADITIONAL ISD/CSD,"MCEACHERN, BRADLEY W","$190,195.00","$190,195.00",2762,1
TX,8,CASS COUNTY,34901,ATLANTA ISD,TRADITIONAL ISD/CSD,"HARRIS, JASON H","$190,000.00","$190,000.00",1929,1
TX,2,NUECES COUNTY,178906,LONDON ISD,TRADITIONAL ISD/CSD,"CHAPMAN, WILLIAM R","$190,000.00","$190,000.00",1808,1
TX,20,ATASCOSA COUNTY,7906,POTEET ISD,TRADITIONAL ISD/CSD,"CAMARILLO, CHARLES W","$190,000.00","$190,000.00",1837,1
TX,2,NUECES COUNTY,178909,ROBSTOWN ISD,TRADITIONAL ISD/CSD,"PUIG, MARC A","$190,000.00","$190,000.00",2570,1
TX,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,"PENA, RODRIGO HERNAN","$189,837.00","$189,837.00",1453,1
TX,14,TAYLOR COUNTY,221912,WYLIE ISD,TRADITIONAL ISD/CSD,"LIGHT, JOSEPH GERARD","$189,655.00","$189,655.00",5606,1
TX,6,AUSTIN COUNTY,8903,BRAZOS ISD,TRADITIONAL ISD/CSD,"PLYMALE, DAVE","$150,000.00","$189,538.00",866,0.79
TX,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,"ABSHIER, WILLIAM CODY","$94,643.00","$189,286.00",1552,0.5
TX,5,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,"MCGEE, DUSTIN SHANE","$189,250.00","$189,250.00",2438,1
TX,11,JOHNSON COUNTY,126906,KEENE ISD,TRADITIONAL ISD/CSD,"STEPHENS, RICHARD WILLIAM","$189,146.00","$189,146.00",1119,1
TX,4,WALLER COUNTY,237905,ROYAL ISD,TRADITIONAL ISD/CSD,"KERSHNER, RICHARD T","$189,000.00","$189,000.00",2884,1
TX,10,VAN ZANDT COUNTY,234907,WILLS POINT ISD,TRADITIONAL ISD/CSD,"COOPER, RICHARD ALAN","$189,000.00","$189,000.00",2893,1
TX,17,LUBBOCK COUNTY,152909,SHALLOWATER ISD,TRADITIONAL ISD/CSD,"HEBERT, ANITA KAY","$188,370.00","$188,370.00",1731,1
TX,2,ARANSAS COUNTY,4901,ROCKPORT-FULTON ISD,TRADITIONAL ISD/CSD,"AUSTIN, LESLEY ILENE","$187,200.00","$187,200.00",2913,1
TX,7,VAN ZANDT COUNTY,234904,GRAND SALINE ISD,TRADITIONAL ISD/CSD,"LEWIS, MICAH LANE","$186,915.00","$186,915.00",1211,1
TX,16,DEAF SMITH COUNTY,59901,HEREFORD ISD,TRADITIONAL ISD/CSD,"CARTER, RALPH DOUGLAS","$186,896.00","$186,896.00",3964,1
TX,5,HARDIN COUNTY,100904,SILSBEE ISD,TRADITIONAL ISD/CSD,"WEISS, GREGORY WAYNE","$186,775.00","$186,775.00",2588,1
TX,17,LUBBOCK COUNTY,152903,SLATON ISD,TRADITIONAL ISD/CSD,"CONKIN, SHELLI RENEE","$186,684.00","$186,684.00",1271,1
TX,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,"BOTT, KEVIN MATTHEW","$186,599.00","$186,599.00",4310,1
TX,10,ELLIS COUNTY,70912,WAXAHACHIE ISD,TRADITIONAL ISD/CSD,"HOLLINGSWORTH, JERRY D","$83,628.00","$186,171.00",11196,0.45
TX,16,HUTCHINSON COUNTY,117901,BORGER ISD,TRADITIONAL ISD/CSD,"WELCH, JEREMY CHANCE","$186,136.00","$186,136.00",2325,1
TX,12,MCLENNAN COUNTY,161921,CONNALLY ISD,TRADITIONAL ISD/CSD,"BOTTELBERGHE, JILL MARIE","$186,000.00","$186,000.00",2269,1
TX,11,WISE COUNTY,249905,DECATUR ISD,TRADITIONAL ISD/CSD,"RUE, KAREN GATES","$186,000.00","$186,000.00",3786,1
TX,11,WISE COUNTY,249903,BRIDGEPORT ISD,TRADITIONAL ISD/CSD,"ELLIS, AMY LYNN","$185,657.00","$185,657.00",2133,1
TX,8,CAMP COUNTY,32902,PITTSBURG ISD,TRADITIONAL ISD/CSD,"WALDREP, TERRY L","$185,517.00","$185,517.00",2245,1
TX,3,MATAGORDA COUNTY,158902,TIDEHAVEN ISD,TRADITIONAL ISD/CSD,"TALBERT, PATRICK S","$165,411.00","$185,231.00",1065,0.89
TX,13,TRAVIS COUNTY,227506,UNIVERSITY OF TEXAS AT AUSTIN H S,TRADITIONAL ISD/CSD,"CHAVEZ, MELISSA MARIE","$87,035.00","$185,181.00",1056,0.47
TX,11,SOMERVELL COUNTY,213901,GLEN ROSE ISD,TRADITIONAL ISD/CSD,"OVERBO, TRYGVE M","$185,047.00","$185,047.00",2119,1
TX,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,"GILSTRAP, JASON DEAN","$185,045.00","$185,045.00",4062,1
TX,11,DENTON COUNTY,61907,AUBREY ISD,TRADITIONAL ISD/CSD,"SAYLOR, SHANNON L","$185,000.00","$185,000.00",4480,1
TX,6,WASHINGTON COUNTY,239901,BRENHAM ISD,TRADITIONAL ISD/CSD,"GILLENTINE, CLAYTON BRYAN","$185,000.00","$185,000.00",4872,1
TX,10,KAUFMAN COUNTY,129904,KEMP ISD,TRADITIONAL ISD/CSD,"YOUNG, JAMES RAY","$185,000.00","$185,000.00",1987,1
TX,12,LIMESTONE COUNTY,147903,MEXIA ISD,TRADITIONAL ISD/CSD,"APPLETON, RYDER L","$185,000.00","$185,000.00",1846,1
TX,11,PARKER COUNTY,184908,PEASTER ISD,TRADITIONAL ISD/CSD,"PITTMAN, KENDRA LYNETTE","$185,000.00","$185,000.00",1776,1
TX,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,"PEREZ, ALFREDO","$185,000.00","$185,000.00",9073,1
TX,8,HOPKINS COUNTY,112901,SULPHUR SPRINGS ISD,TRADITIONAL ISD/CSD,"STEEBER, DEANA MICHELLE","$185,000.00","$185,000.00",4216,1
TX,1,HIDALGO COUNTY,108916,VALLEY VIEW ISD,TRADITIONAL ISD/CSD,"LUNA, MONICA M","$185,000.00","$185,000.00",3444,1
TX,11,JOHNSON COUNTY,126908,VENUS ISD,TRADITIONAL ISD/CSD,"TORRES, PATRICK JOSEPH","$185,000.00","$185,000.00",2283,1
TX,19,EL PASO COUNTY,71909,SOCORRO ISD,TRADITIONAL ISD/CSD,"VASQUEZ, JAMES PHILLIP","$184,999.00","$184,999.00",46668,1
TX,12,MCLENNAN COUNTY,161920,CHINA SPRING ISD,TRADITIONAL ISD/CSD,"FAULKNER, ROBERT M","$184,000.00","$184,000.00",3013,1
TX,20,WILSON COUNTY,247903,LA VERNIA ISD,TRADITIONAL ISD/CSD,"CONE, HENSLEY FREEMAN","$183,751.00","$183,751.00",3563,1
TX,2,SAN PATRICIO COUNTY,205906,SINTON ISD,TRADITIONAL ISD/CSD,"REDDOCK, ANDY DWAYNE","$183,494.00","$183,494.00",1961,1
TX,10,HUNT COUNTY,116903,COMMERCE ISD,TRADITIONAL ISD/CSD,"ALDERMAN, CHARLES RAY","$183,340.00","$183,340.00",1542,1
TX,7,SHELBY COUNTY,210901,CENTER ISD,TRADITIONAL ISD/CSD,"MORRIS, HUBERT BRIAN","$182,352.00","$182,352.00",2307,1
TX,7,WOOD COUNTY,250907,WINNSBORO ISD,TRADITIONAL ISD/CSD,"WILCOX, BRIAN D","$181,440.00","$181,440.00",1454,1
TX,3,DEWITT COUNTY,62901,CUERO ISD,TRADITIONAL ISD/CSD,"DYER, MICAH ALAN","$181,280.00","$181,280.00",1888,1
TX,7,ANDERSON COUNTY,1907,PALESTINE ISD,TRADITIONAL ISD/CSD,"MARSHALL, JASON LYNN","$181,274.00","$181,274.00",3186,1
TX,8,LAMAR COUNTY,139905,CHISUM ISD,TRADITIONAL ISD/CSD,"CHALAIRE, RONALD T","$180,886.00","$180,886.00",1184,1
TX,2,NUECES COUNTY,178903,CALALLEN ISD,TRADITIONAL ISD/CSD,"LORENZ, EMILY FAULKNER","$180,800.00","$180,800.00",3745,1
TX,12,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,"KUCERA, JOSEPH ANTHONY","$180,775.00","$180,775.00",1817,1
TX,5,TYLER COUNTY,229903,WOODVILLE ISD,TRADITIONAL ISD/CSD,"MEYSEMBOURG, LISA F","$180,722.00","$180,722.00",1196,1
TX,3,JACKSON COUNTY,120901,EDNA ISD,TRADITIONAL ISD/CSD,"O'CONNOR, ROBERT ALLEN","$180,250.00","$180,250.00",1531,1
TX,5,HARDIN COUNTY,100907,LUMBERTON ISD,TRADITIONAL ISD/CSD,"MATHEWS, JOHN RENNOLDS","$180,000.00","$180,000.00",4108,1
TX,6,MILAM COUNTY,166904,ROCKDALE ISD,TRADITIONAL ISD/CSD,"MONZINGO, DENISE B","$180,000.00","$180,000.00",1482,1
TX,11,PARKER COUNTY,184909,BROCK ISD,TRADITIONAL ISD/CSD,"LUIS, SHANNON MARIE","$179,837.00","$179,837.00",2169,1
TX,6,MILAM COUNTY,166901,CAMERON ISD,TRADITIONAL ISD/CSD,"SPRINKLES, KEVIN DALE","$179,568.00","$179,568.00",1488,1
TX,12,HILL COUNTY,109904,HILLSBORO ISD,TRADITIONAL ISD/CSD,"BROWN, DARRELL GENE","$179,500.00","$179,500.00",1984,1
